player,normalized_player,pfr_player_id,gsis_id,cfb_player_id,draft_season,position,college,height_raw,height,weight,forty,vertical,broad,three_cone,short_shuttle,bench,combine_invite,combine_participation,pro_day_used,testing_source,ras_score,speed_score,burst_score,agility_score,ten_yard_split,twenty_yard_split,arm_length,hand_size,wingspan,bmi,testing_coverage_score,testing_notes
Kevin Thomson,kevinthomson,ThomKe05,,kevin-thomson-1,2021,QB,Washington,6-0,72.0,198.0,4.75,35.5,126.0,6.98,4.23,21.0,1,1,0,nflverse_combine,,,,,,,,,,26.850694444444443,1.0,
Tommy Togiai,tommytogiai,TogiTo00,00-0036883,tommy-togiai-1,2021,DT,Ohio St.,6-1,73.0,296.0,4.97,32.0,105.0,7.2,4.49,40.0,1,1,0,nflverse_combine,,,,,,,,,,39.0482266841809,1.0,
Jet Toner,jettoner,,,jet-toner-1,2021,K,Stanford,6-2,74.0,204.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.18918918918919,0.3333333333333333,
Kadarius Toney,kadariustoney,ToneKa00,00-0036913,kadarius-toney-1,2021,WR,Florida,5-11,71.0,193.0,4.39,39.5,136.0,6.88,4.25,9.0,1,1,0,nflverse_combine,,,,,,,,,,26.915096211069233,1.0,
Shaka Toney,shakatoney,ToneSh00,00-0036666,shaka-toney-1,2021,DE,Penn St.,6-2,74.0,242.0,4.51,39.0,128.0,6.95,4.28,24.0,1,1,0,nflverse_combine,,,,,,,,,,31.06756756756757,1.0,
Khyiris Tonga,khyiristonga,TongKh00,00-0036909,khyiris-tonga-1,2021,DL,BYU,,,,,,,,,35.0,1,1,0,nflverse_combine,,,,,,,,,,,0.1111111111111111,
Kyle Trask,kyletrask,TrasKy00,00-0036928,kyle-trask-1,2021,QB,Florida,6-5,77.0,236.0,5.1,31.5,113.0,7.08,4.6,,1,1,0,nflverse_combine,,,,,,,,,,27.982459099342215,0.8888888888888888,
Tommy Tremble,tommytremble,TremTo00,00-0037005,tommy-tremble-1,2021,TE,Notre Dame,6-3,75.0,241.0,4.6,36.5,122.0,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,30.119644444444443,0.7777777777777778,
Harry Trotter,harrytrotter,,,harry-trotter-1,2021,RB,Kansas St.,5-8,68.0,207.0,4.63,32.5,112.0,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,31.470804498269896,0.7777777777777778,
Joe Tryon,joetryon,TryoJo00,00-0036967,joe-tryon-1,2021,OLB,Washington,6-5,77.0,259.0,4.69,35.0,116.0,7.18,4.36,22.0,1,1,0,nflverse_combine,,,,,,,,,,30.70956316410862,1.0,
Israel Tucker,israeltucker,,,israel-tucker-1,2021,RB,Louisiana Tech,5-7,67.0,194.0,4.6,38.5,123.0,7.25,4.52,20.0,1,1,0,nflverse_combine,,,,,,,,,,30.38137669859657,1.0,
Carl Tucker,carltucker,TuckCa01,00-0036597,carl-tucker-1,2021,TE,Alabama,,,,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,,0.0,
Ethan Tucky,ethantucky,,,ethan-tucky-1,2021,LB,Cincinnati,6-1,73.0,231.0,4.62,31.5,115.0,7.08,4.3,21.0,1,1,0,nflverse_combine,,,,,,,,,,30.473447175830362,1.0,
Jay Tufele,jaytufele,TufeJa00,00-0036881,jay-tufele-1,2021,DL,USC,6-2,74.0,305.0,5.0,30.0,105.0,7.8,4.88,30.0,1,1,0,nflverse_combine,,,,,,,,,,39.1554054054054,1.0,
Syrus Tuitele,syrustuitele,TuitSy00,,syrus-tuitele-1,2021,OL,Fresno St.,6-5,77.0,311.0,5.21,26.0,94.0,8.25,4.89,36.0,1,1,0,nflverse_combine,,,,,,,,,,36.87518974531962,1.0,
Payton Turner,paytonturner,TurnPa02,00-0036926,payton-turner-1,2021,DL,Houston,6-5,77.0,268.0,,35.5,,6.98,4.33,23.0,1,1,0,nflverse_combine,,,,,,,,,,31.776690841625907,0.7777777777777778,
Christian Tutt,christiantutt,,,christian-tutt-1,2021,DB,Auburn,5-10,70.0,180.0,4.73,29.5,110.0,7.22,4.25,,1,1,0,nflverse_combine,,,,,,,,,,25.824489795918367,0.8888888888888888,
Jaylen Twyman,jaylentwyman,TwymJa00,00-0036651,jaylen-twyman-1,2021,DL,Pittsburgh,6-1,73.0,301.0,5.4,32.5,104.0,8.0,,40.0,1,1,0,nflverse_combine,,,,,,,,,,39.70782510790017,0.8888888888888888,
Evan Tyler,evantyler,,,evan-tyler-1,2021,S,Boise St.,6-1,73.0,199.0,4.58,33.0,117.0,7.14,4.32,13.0,1,1,0,nflverse_combine,,,,,,,,,,26.25201726402702,1.0,
Tyler Vaughns,tylervaughns,VaugTy00,00-0036495,tyler-vaughns-1,2021,WR,USC,6-1,73.0,190.0,4.62,31.5,120.0,7.13,4.36,7.0,1,1,0,nflverse_combine,,,,,,,,,,25.064740101332333,1.0,
Alijah Vera-Tucker,alijahveratucker,VeraAl00,00-0036979,alijah-vera-tucker-1,2021,OL,USC,6-4,76.0,308.0,5.05,32.0,106.0,7.67,4.7,36.0,1,1,0,nflverse_combine,,,,,,,,,,37.48684210526316,1.0,
Gunnar Vogel,gunnarvogel,,,gunnar-vogel-1,2021,OL,Northwestern,6-6,78.0,306.0,5.47,26.0,105.0,7.67,4.92,23.0,1,1,0,nflverse_combine,,,,,,,,,,35.357988165680474,1.0,
Lamont Wade,lamontwade,WadeLa00,,lamont-wade-1,2021,S,Penn St.,5-9,69.0,190.0,4.47,35.5,118.0,7.14,4.34,16.0,1,1,0,nflverse_combine,,,,,,,,,,28.0550304557866,1.0,
Shaun Wade,shaunwade,WadeSh00,00-0036559,shaun-wade-1,2021,CB,Ohio St.,6-0,72.0,196.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.579475308641975,0.3333333333333333,
Tre Walker,trewalker,WalkTr02,,tre-walker-3,2021,WR,San Jose St.,5-10,70.0,178.0,4.58,28.0,113.0,7.75,4.47,,1,1,0,nflverse_combine,,,,,,,,,,25.537551020408163,0.8888888888888888,
Tylan Wallace,tylanwallace,WallTy00,00-0036630,tylan-wallace-1,2021,WR,Oklahoma St.,5-11,71.0,194.0,4.48,33.0,112.0,6.97,4.25,11.0,1,1,0,nflverse_combine,,,,,,,,,,27.054552668121403,1.0,
Garret Wallow,garretwallow,WallGa00,00-0036844,garret-wallow-1,2021,LB,TCU,,,,4.65,32.5,122.0,6.87,4.12,22.0,1,1,0,nflverse_combine,,,,,,,,,,,0.6666666666666666,
Ar'Darius Washington,ardariuswashington,WashAr00,00-0036587,ardarius-washington-1,2021,S,TCU,5-7,67.0,178.0,4.61,37.5,127.0,7.06,4.1,17.0,1,1,0,nflverse_combine,,,,,,,,,,27.875696146134995,1.0,
Jamar Watson,jamarwatson,WatsJa01,,jamar-watson-1,2021,OLB,Kentucky,6-1,73.0,241.0,4.78,30.0,,7.31,4.58,19.0,1,1,0,nflverse_combine,,,,,,,,,,31.792644023268906,0.8888888888888888,
Rashad Weaver,rashadweaver,WeavRa00,00-0036938,rashad-weaver-1,2021,DL,Pittsburgh,6-4,76.0,259.0,4.88,32.0,114.0,6.97,4.26,20.0,1,1,0,nflverse_combine,,,,,,,,,,31.523026315789473,1.0,
Mark Webb,markwebb,WebbMa01,00-0036665,mark-webb-1,2021,DB,Georgia,6-1,73.0,207.0,4.61,36.5,136.0,7.3,4.52,,1,1,0,nflverse_combine,,,,,,,,,,27.307374741977856,0.8888888888888888,
Connor Wedington,connorwedington,,,connor-wedington-1,2021,WR,Stanford,6-0,72.0,196.0,4.47,38.5,117.0,6.66,4.07,13.0,1,1,0,nflverse_combine,,,,,,,,,,26.579475308641975,1.0,
Coby Weiss,cobyweiss,,,coby-weiss-1,2021,K,South Florida,5-8,68.0,155.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,23.565095155709344,0.3333333333333333,
Pro Wells,prowells,WellPr00,,pro-wells-1,2021,TE,TCU,,,,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,,0.0,
Pete Werner,petewerner,WernPe00,00-0036927,pete-werner-1,2021,LB,Ohio St.,6-2,74.0,238.0,4.58,39.5,122.0,6.95,4.38,20.0,1,1,0,nflverse_combine,,,,,,,,,,30.554054054054053,1.0,
Devon Wharton,devonwharton,,,devon-wharton-1,2021,DE,Western Kentucky,6-2,74.0,215.0,5.1,30.5,115.0,8.12,4.7,4.0,1,1,0,nflverse_combine,,,,,,,,,,27.60135135135135,1.0,
Jarell White,jarellwhite,,,jarell-white-1,2021,LB,Cincinnati,5-8,68.0,202.0,4.58,35.0,125.0,7.21,4.35,22.0,1,1,0,nflverse_combine,,,,,,,,,,30.710640138408305,1.0,
Brendon White,brendonwhite,,,brendon-white-1,2021,DB,Rutgers,6-1,73.0,215.0,4.66,34.5,112.0,6.82,4.33,19.0,1,1,0,nflverse_combine,,,,,,,,,,28.36273221992869,1.0,
Brady White,bradywhite,WhitBr00,,brady-white-1,2021,QB,Memphis,6-1,73.0,210.0,4.84,29.0,,6.97,4.33,,1,1,0,nflverse_combine,,,,,,,,,,27.70313379620942,0.7777777777777778,
Haydon Whitehead,haydonwhitehead,,,haydon-whitehead-1,2021,P,Indiana,6-2,74.0,202.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.93243243243243,0.3333333333333333,
James Wiggins,jameswiggins,WiggJa00,00-0036889,james-wiggins-1,2021,S,Cincinnati,5-11,71.0,209.0,4.4,38.0,127.0,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,29.146399523903987,0.7777777777777778,
Rachad Wildgoose,rachadwildgoose,WildRa00,00-0036573,rachad-wildgoose-1,2021,CB,Wisconsin,5-11,71.0,197.0,4.53,36.0,120.0,7.09,4.18,11.0,1,1,0,nflverse_combine,,,,,,,,,,27.472922039277922,1.0,
Drew Wiley,drewwiley,,,drew-wiley-1,2021,DT,Kansas St.,6-4,76.0,294.0,5.24,34.0,112.0,7.34,4.45,24.0,1,1,0,nflverse_combine,,,,,,,,,,35.7828947368421,1.0,
Adam Williams,adamwilliams,,,adam-williams-2,2021,P,Memphis,6-4,76.0,226.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.50657894736842,0.3333333333333333,
Carson Williams,carsonwilliams,,,carson-williams-2,2021,OL,Arkansas St.,6-4,76.0,254.0,4.79,38.0,115.0,,,18.0,1,1,0,nflverse_combine,,,,,,,,,,30.914473684210527,0.7777777777777778,
Avery Williams,averywilliams,WillAv02,00-0036950,avery-williams-6,2021,CB,Boise St.,5-8,68.0,187.0,4.43,33.5,121.0,6.88,4.0,19.0,1,1,0,nflverse_combine,,,,,,,,,,28.43014705882353,1.0,
Javonte Williams,javontewilliams,WillJa10,00-0036997,javonte-williams-1,2021,RB,North Carolina,5-9,69.0,212.0,4.55,36.0,123.0,6.97,4.09,22.0,1,1,0,nflverse_combine,,,,,,,,,,31.30350766645663,1.0,
Marlon Williams,marlonwilliams,WillMa11,,marlon-williams-5,2021,WR,Central Florida,5-11,71.0,209.0,4.63,33.5,119.0,,4.57,14.0,1,1,0,nflverse_combine,,,,,,,,,,29.146399523903987,0.8888888888888888,
Milton Williams,miltonwilliams,WillMi08,00-0036916,milton-williams-1,2021,DL,Louisiana Tech,6-3,75.0,284.0,4.67,38.5,121.0,6.96,4.33,34.0,1,1,0,nflverse_combine,,,,,,,,,,35.49368888888889,1.0,
Pooka Williams,pookawilliams,WillPo01,00-0036734,pooka-williams-1,2021,RB,Kansas,5-9,69.0,170.0,4.46,31.5,118.0,7.03,4.26,4.0,1,1,0,nflverse_combine,,,,,,,,,,25.101869355177485,1.0,
Rodarius Williams,rodariuswilliams,WillRo07,00-0036570,rodarius-williams-1,2021,CB,Oklahoma St.,5-11,71.0,189.0,4.5,36.5,123.0,6.98,4.15,14.0,1,1,0,nflverse_combine,,,,,,,,,,26.357270382860545,1.0,
Seth Williams,sethwilliams,WillSe00,00-0036657,seth-williams-1,2021,WR,Auburn,6-3,75.0,211.0,4.49,37.0,124.0,7.2,4.43,12.0,1,1,0,nflverse_combine,,,,,,,,,,26.37031111111111,1.0,
Trill Williams,trillwilliams,WillTr07,00-0036546,trill-williams-1,2021,CB,Syracuse,6-2,74.0,208.0,,36.0,123.0,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,26.7027027027027,0.6666666666666666,
Marco Wilson,marcowilson,WilsMa04,00-0036884,marco-wilson-1,2021,CB,Florida,5-11,71.0,191.0,4.37,43.5,136.0,6.8,4.13,26.0,1,1,0,nflverse_combine,,,,,,,,,,26.636183296964887,1.0,
Marvin Wilson,marvinwilson,WilsMa05,00-0036689,marvin-wilson-1,2021,DT,Florida St.,6-3,75.0,303.0,5.12,25.5,107.0,7.64,4.91,23.0,1,1,0,nflverse_combine,,,,,,,,,,37.86826666666666,1.0,
Zach Wilson,zachwilson,WilsZa00,00-0037013,zach-wilson-3,2021,QB,BYU,6-2,74.0,214.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.472972972972972,0.3333333333333333,
Brock Wright,brockwright,,,brock-wright-1,2021,TE,Notre Dame,6-4,76.0,257.0,4.62,31.5,118.0,7.27,4.25,26.0,1,1,0,nflverse_combine,,,,,,,,,,31.279605263157894,1.0,
Nahshon Wright,nahshonwright,WrigNa00,00-0036986,nahshon-wright-1,2021,DB,Oregon St.,6-4,76.0,183.0,4.46,31.0,126.0,7.24,4.57,6.0,1,1,0,nflverse_combine,,,,,,,,,,22.273026315789473,1.0,
Kenny Yeboah,kennyyeboah,YeboKe00,00-0036510,kenny-yeboah-1,2021,TE,Mississippi,6-3,75.0,250.0,,34.0,116.0,,,,1,1,0,nflverse_combine,,,,,,,,,,31.244444444444444,0.5555555555555556,
Devonte Young,devonteyoung,,,devonte-young-1,2021,DB,Iowa,5-11,71.0,195.0,4.7,32.0,118.0,7.41,4.38,,1,1,0,nflverse_combine,,,,,,,,,,27.194009125173576,0.8888888888888888,
Landon Young,landonyoung,YounLa00,00-0036930,landon-young-1,2021,OT,Kentucky,6-6,78.0,310.0,5.0,30.5,108.0,7.7,4.89,34.0,1,1,0,nflverse_combine,,,,,,,,,,35.82018408941486,1.0,
Cal Adomitis,caladomitis,AdomCa00,00-0037412,cal-adomitis-1,2022,LS,Pittsburgh,6-2,74.0,235.0,4.97,29.5,107.0,7.53,4.62,18.0,1,1,0,nflverse_combine,,,,,,,,,,30.16891891891892,1.0,
Austin Allen,austinallen,AlleAu00,00-0037369,austin-allen-2,2022,TE,Nebraska,6-8,80.0,253.0,4.83,34.0,121.0,7.0,4.26,,1,1,0,nflverse_combine,,,,,,,,,,27.79046875,0.8888888888888888,
Chase Allen,chaseallen,AlleCh03,00-0037100,chase-allen-1,2022,TE,Iowa St.,6-6,78.0,251.0,,33.5,117.0,7.03,4.43,,1,1,0,nflverse_combine,,,,,,,,,,29.002794214332678,0.7777777777777778,
Christopher Allen,christopherallen,AlleCh04,00-0037379,christopher-allen-1,2022,EDGE,Alabama,6-4,76.0,241.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.332236842105264,0.3333333333333333,
Tyler Allgeier,tylerallgeier,AllgTy00,00-0037263,tyler-allgeier-1,2022,RB,BYU,5-11,71.0,224.0,4.6,33.0,120.0,,,,1,1,0,nflverse_combine,,,,,,,,,,31.23824637968657,0.6666666666666666,
Troy Andersen,troyandersen,AndeTr00,00-0037810,,2022,LB,Montana St.,6-4,76.0,243.0,4.42,36.0,128.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.575657894736842,0.6666666666666666,
Tycen Anderson,tycenanderson,AndeTy00,00-0037752,tycen-anderson-1,2022,S,Toledo,6-2,74.0,209.0,4.36,35.5,123.0,6.64,4.28,,1,1,0,nflverse_combine,,,,,,,,,,26.83108108108108,0.8888888888888888,
Blaise Andries,blaiseandries,,,,2022,OG,Minnesota,6-6,78.0,308.0,5.1,30.5,106.0,7.84,4.68,,1,1,0,nflverse_combine,,,,,,,,,,35.58908612754767,0.8888888888888888,
Matt Araiza,mattaraiza,AraiMa00,00-0037284,matt-araiza-1,2022,P,San Diego St.,6-1,73.0,200.0,4.68,32.0,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.383936948770877,0.6666666666666666,
Jalyn Armour-Davis,jalynarmourdavis,ArmoJa00,00-0038119,jalyn-armour-davis-1,2022,CB,Alabama,6-1,73.0,197.0,4.39,34.5,,,,14.0,1,1,0,nflverse_combine,,,,,,,,,,25.988177894539312,0.6666666666666666,
Brian Asamoah,brianasamoah,AsamBr00,00-0037822,brian-asamoah-ll-1,2022,LB,Oklahoma,6-0,72.0,226.0,4.56,36.5,124.0,,,,1,1,0,nflverse_combine,,,,,,,,,,30.647762345679013,0.6666666666666666,
Calvin Austin,calvinaustin,AustCa00,00-0037837,calvin-austin-iii-1,2022,WR,Memphis,5-8,68.0,170.0,4.32,39.0,135.0,6.65,4.07,,1,1,0,nflverse_combine,,,,,,,,,,25.845588235294116,0.8888888888888888,
Tyler Badie,tylerbadie,BadiTy00,00-0037085,tyler-badie-1,2022,RB,Missouri,5-8,68.0,197.0,4.45,33.5,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.950475778546714,0.6666666666666666,
Kalon Barnes,kalonbarnes,BarnKa00,00-0037325,kalon-barnes-1,2022,CB,Baylor,6-0,72.0,183.0,4.23,,,,,,1,1,0,nflverse_combine,,,,,,,,,,24.816550925925927,0.4444444444444444,
Amaré Barno,amarbarno,BarnAm00,00-0037043,amare-barno-1,2022,EDGE,Virginia Tech,6-5,77.0,246.0,4.36,37.0,131.0,,4.45,,1,1,0,nflverse_combine,,,,,,,,,,29.16815651880587,0.7777777777777778,
Darrian Beavers,darrianbeavers,BeavDa00,00-0037285,darrian-beavers-1,2022,LB,Cincinnati,6-4,76.0,237.0,,36.5,125.0,6.91,,,1,1,0,nflverse_combine,,,,,,,,,,28.845394736842106,0.6666666666666666,
Markquese Bell,markquesebell,,,,2022,S,Florida A&M,6-2,74.0,212.0,4.41,36.5,123.0,,4.46,,1,1,0,nflverse_combine,,,,,,,,,,27.216216216216218,0.7777777777777778,
David Bell,davidbell,BellDa02,00-0037257,david-bell-6,2022,WR,Purdue,6-1,73.0,212.0,4.65,33.0,118.0,7.14,4.57,,1,1,0,nflverse_combine,,,,,,,,,,27.96697316569713,0.8888888888888888,
Greg Bell,gregbell,BellGr01,00-0037437,greg-bell-5,2022,RB,San Diego St.,5-11,71.0,201.0,,31.0,120.0,,,17.0,1,1,0,nflverse_combine,,,,,,,,,,28.03074786748661,0.6666666666666666,
Daniel Bellinger,danielbellinger,BellDa00,00-0038115,daniel-bellinger-1,2022,TE,San Diego St.,6-5,77.0,253.0,4.63,34.5,125.0,7.05,4.47,22.0,1,1,0,nflverse_combine,,,,,,,,,,29.998144712430427,1.0,
Dane Belton,danebelton,BeltDa00,00-0038123,dane-belton-1,2022,S,Iowa,6-1,73.0,205.0,4.43,36.5,123.0,7.01,4.24,,1,1,0,nflverse_combine,,,,,,,,,,27.043535372490147,0.8888888888888888,
Terrel Bernard,terrelbernard,BernTe00,00-0037254,terrel-bernard-1,2022,LB,Baylor,6-1,73.0,224.0,,35.5,123.0,7.03,4.25,22.0,1,1,0,nflverse_combine,,,,,,,,,,29.550009382623383,0.8888888888888888,
Bubba Bolden,bubbabolden,BoldBu00,00-0037142,bubba-bolden-1,2022,S,Miami,6-2,74.0,209.0,4.47,,116.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.83108108108108,0.5555555555555556,
Slade Bolden,sladebolden,BoldSl00,00-0037173,slade-bolden-1,2022,WR,Alabama,5-11,71.0,193.0,4.66,32.0,116.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.915096211069233,0.6666666666666666,
Nik Bonitto,nikbonitto,BoniNi00,00-0037249,nik-bonitto-1,2022,EDGE,Oklahoma,6-3,75.0,248.0,4.54,35.5,120.0,7.07,4.23,,1,1,0,nflverse_combine,,,,,,,,,,30.99448888888889,0.8888888888888888,
Thomas Booker,thomasbooker,BookTh00,00-0037262,thomas-booker-1,2022,DT,Stanford,6-3,75.0,301.0,4.94,,110.0,7.33,4.41,,1,1,0,nflverse_combine,,,,,,,,,,37.61831111111111,0.7777777777777778,
Andrew Booth,andrewbooth,BootAn00,00-0038130,andrew-booth-jr-1,2022,CB,Clemson,6-0,72.0,194.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.308256172839506,0.3333333333333333,
Max Borghi,maxborghi,BorgMa00,,max-borghi-1,2022,RB,Washington St.,5-9,69.0,210.0,,,,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,31.008191556395715,0.4444444444444444,
Jaquan Brisker,jaquanbrisker,BrisJa01,00-0038135,jaquan-brisker-1,2022,S,Penn St.,6-1,73.0,199.0,4.49,34.5,124.0,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,26.25201726402702,0.7777777777777778,
