player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Cody Fajardo,9976,QB,NEVADA,13,2.72,2.46,3.41,5.57,455,239,75.3,231,236,6.1,1.84,5,3,1.2,68.6,162,26,6.9,239,52.5,12,0.14,0,,,,,75.5,77.3,82.5,,75.9,,,,,,0,4,250,52.3,11.5,94.2,1.3,3,0,0,0,12,7,2.8,1420,6.0,55.1,158,167,14.7,3.69,0,9,5.2,45.5,76,86,12.6,216,47.5,11,-0.34,1,,,,,52.4,65.5,82.0,,62.3,,,68.3,,,2,7,224,40.7,20.9,60.9,8.3,18,31,0,7,6,15,6.7,1059,6.3
Jake Waters,9833,QB,KANSAS ST,13,2.97,2.83,3.62,4.78,451,199,79.3,174,179,5.6,1.89,4,7,3.6,72.6,130,18,5.8,186,41.2,8,0.33,0,,,,,62.3,83.3,81.4,,81.7,,,,,,0,5,200,56.5,38.9,105.9,3.8,7,0,0,1,12,6,3.0,1400,7.8,71.0,200,220,13.7,3.72,3,17,7.2,60.0,132,107,7.0,265,58.8,10,0.23,0,,,,,56.7,85.9,83.1,,86.0,,,57.4,,,2,2,281,48.7,24.3,103.2,9.8,26,19,0,15,10,9,3.2,2101,9.6
Matt Linehan,46436,QB,IDAHO,11,2.93,2.73,3.32,4.7,450,185,72.7,176,183,6.6,1.99,5,6,3.2,62.3,114,49,10.9,190,42.2,14,0.0,0,,,,,74.5,63.9,81.3,,63.2,,,,,,0,7,195,46.8,14.3,78.1,3.7,7,0,0,2,6,8,4.1,1279,7.0,66.5,176,191,11.6,3.62,2,8,3.8,55.0,105,146,10.3,260,57.8,12,-0.26,0,,,,,47.4,51.5,83.2,,50.3,,,60.7,,,1,11,284,41.5,25.3,59.7,14.2,37,32,0,12,5,17,6.0,1240,6.5
Bo Wallace,12806,QB,OLE MISS,13,2.62,2.38,3.85,4.64,443,226,72.8,224,234,6.3,1.79,10,7,2.9,64.5,151,43,7.4,235,53.0,12,0.22,1,,,,,64.8,77.4,82.3,,76.1,,,,,,0,8,239,50.6,2.3,95.4,0.4,1,0,0,0,13,10,4.2,1982,8.5,64.0,136,149,14.5,3.56,1,9,5.6,53.0,79,112,9.2,208,47.0,8,-0.24,2,,,,,52.0,59.8,57.3,,62.7,,,51.7,,,1,6,221,36.5,30.4,83.7,16.3,34,25,0,11,9,13,5.9,1220,8.2
Blake Sims,11515,QB,ALABAMA,14,2.78,2.47,3.99,5.41,443,103,82.1,218,220,4.2,1.68,2,7,3.1,74.5,164,19,8.4,222,50.1,15,0.33,1,,,,,75.1,82.8,82.0,,81.2,,,,,,0,3,227,55.9,10.5,115.6,0.9,2,0,0,0,16,5,2.2,1734,7.9,63.0,154,170,17.0,3.88,4,10,5.7,51.2,87,80,10.3,221,49.9,10,0.22,2,,,,,75.2,85.4,82.1,,83.5,,,68.6,,,0,7,229,48.0,15.0,93.7,5.4,12,39,0,12,12,7,3.1,1739,10.2
Tyrone Swoopes,12267,QB,TEXAS,12,2.85,2.55,4.09,5.3,443,311,72.4,196,200,6.5,1.88,3,5,2.3,65.0,130,37,8.5,202,45.6,12,-0.19,1,,,,,74.9,73.7,81.8,,72.6,,,,,,1,3,215,45.0,5.4,86.2,1.0,2,0,0,0,8,2,0.9,1096,5.5,60.8,166,182,13.3,3.66,1,12,6.4,50.0,91,117,9.9,241,54.4,10,-0.32,1,,,,,42.5,54.3,82.5,,55.1,,,55.5,,,2,8,250,37.3,22.2,63.9,10.8,26,33,0,13,5,20,8.0,1279,7.0
Trevor Siemian,9683,QB,NWESTERN,11,2.66,2.46,3.6,5.22,443,256,71.7,226,235,6.2,1.95,8,9,3.8,63.4,149,36,8.0,237,53.5,13,-0.09,1,,,,,75.4,75.9,82.4,,74.6,,,,,,0,2,243,44.7,5.6,81.9,0.8,2,0,0,1,5,5,2.1,1323,5.6,64.5,141,159,11.6,3.47,5,9,5.3,49.7,79,101,13.2,206,46.5,12,-0.35,4,,,,,26.5,63.5,57.2,,67.1,,,48.6,,,3,9,220,38.8,26.7,47.8,13.1,27,20,0,10,2,10,4.5,904,5.7
Dak Prescott,10769,QB,MISS STATE,13,2.76,2.57,3.93,4.88,442,227,76.6,188,190,4.4,1.79,1,2,1.0,72.1,137,31,4.9,191,43.2,7,0.37,2,,,,,74.5,64.0,81.3,,63.4,,,,,,0,4,196,59.7,3.2,101.8,0.5,1,0,0,1,10,7,3.6,1405,7.4,63.5,192,206,15.2,3.5,4,19,8.7,51.9,107,104,12.3,251,56.8,15,0.14,1,,,,,75.8,79.6,82.8,,75.3,,,75.6,,,4,7,264,49.0,19.2,100.1,8.0,20,25,0,6,17,10,3.8,2044,9.9
John Wolford,46454,QB,WAKE,12,3.03,2.84,3.5,5.51,431,339,77.5,169,176,4.6,2.0,5,2,1.1,69.3,122,44,6.9,182,42.2,9,-0.25,1,,,,,61.3,67.3,81.1,,66.5,,,,,,1,7,187,45.1,13.6,78.7,3.3,6,0,0,1,7,7,3.7,936,5.3,61.5,156,189,10.9,3.8,5,6,3.0,48.1,91,148,5.2,248,57.5,5,-0.42,0,,,,,68.9,54.9,82.8,,58.6,,,43.8,,,4,7,266,35.9,26.4,59.8,15.7,39,20,0,24,5,9,3.4,1098,5.8
P.J. Walker,12134,QB,TEMPLE,12,2.77,2.54,4.0,5.36,429,306,74.5,212,220,4.1,1.82,8,3,1.3,65.5,144,33,8.9,221,51.5,14,-0.08,0,,,,,75.1,56.1,82.0,,55.8,,,,,,0,5,226,45.7,3.0,83.6,0.5,1,0,0,0,7,8,3.5,1363,6.2,51.0,143,164,15.2,3.78,2,12,7.0,36.0,59,98,19.2,208,48.5,14,-0.38,0,,,,,29.8,36.5,81.8,,33.0,,,64.1,,,2,10,218,30.3,18.4,43.3,8.7,18,26,0,17,6,20,9.2,961,5.9
Cooper Rush,12324,QB,C MICHIGAN,13,2.75,2.66,3.17,4.6,424,134,80.4,143,151,5.0,1.81,4,4,2.6,73.5,111,32,3.5,157,37.0,4,-0.02,1,,,,,59.2,68.2,80.4,,67.4,,,,,,2,7,161,52.2,18.8,93.9,3.8,6,0,0,2,10,7,4.3,1006,6.7,69.0,213,234,12.6,3.29,5,10,4.0,56.4,132,87,10.2,267,63.0,15,0.19,0,,,,,40.9,81.7,83.2,,78.1,,,76.9,,,6,6,284,49.4,24.1,100.9,7.9,21,12,0,10,17,11,3.9,2151,9.2
Kyle Pohl,16451,QB,AKRON,10,2.5,2.29,4.21,4.95,423,102,71.1,242,253,7.3,1.81,4,5,1.9,56.5,143,48,16.9,254,60.0,29,-0.15,0,,,,,75.8,63.7,82.8,,63.0,,,,,,0,6,265,44.1,2.1,67.0,0.4,1,0,0,7,5,6,2.3,1279,5.1,63.9,119,131,10.9,3.53,0,5,3.7,51.1,67,64,11.8,169,40.0,9,-0.38,0,,,,,46.8,65.6,80.8,,68.5,,,51.2,,,0,2,174,38.5,28.1,77.6,10.7,18,20,0,12,4,6,3.4,914,7.0
Colin Reardon,22806,QB,KENT STATE,11,2.25,2.17,3.84,3.82,423,201,71.9,281,284,5.7,1.77,1,5,1.7,62.7,178,20,11.9,284,67.1,24,0.0,0,,,,,76.3,56.4,83.3,,56.1,,,,,,0,7,295,46.8,0.0,85.1,0.0,0,0,0,2,13,14,4.7,1760,6.2,54.5,101,119,12.4,3.23,1,7,5.5,42.0,50,71,9.1,139,32.9,5,-0.49,0,,,,,43.4,48.0,46.2,,49.1,,,56.3,,,1,9,147,32.4,14.1,32.8,7.2,10,10,0,16,1,11,7.5,697,5.9
Zach Terrell,12086,QB,W MICHIGAN,13,2.65,2.39,3.47,4.81,420,347,79.6,196,199,3.6,1.59,3,3,1.5,74.4,148,18,5.1,203,48.3,8,0.29,1,,,,,74.7,61.4,81.6,,60.9,,,,,,0,3,206,49.3,22.2,117.6,2.0,4,0,0,0,16,7,3.4,1576,7.9,74.2,151,163,12.9,3.64,1,15,8.8,60.1,98,81,12.5,217,51.7,14,0.16,1,,,,,52.6,86.7,82.0,,84.1,,,70.4,,,2,7,227,50.2,23.5,101.2,8.8,19,35,0,9,10,11,4.8,1818,11.2
Colby Kirkegaard,15685,QB,WYOMING,12,2.92,2.78,3.2,4.85,419,351,76.7,120,130,4.4,1.9,6,0,0.0,68.5,89,32,3.3,138,32.9,3,-0.05,2,,,,,73.1,57.4,79.7,,57.1,,,,,,1,3,139,47.8,25.0,84.3,5.8,8,0,0,3,4,4,2.9,765,5.9,65.3,199,230,13.7,3.41,3,14,5.9,50.9,117,128,10.0,281,67.1,13,0.02,1,,,,,57.3,72.4,83.3,,73.4,,,53.7,,,4,6,291,42.0,25.0,79.5,11.4,32,19,0,24,8,12,4.1,1893,8.2
Tyler Jones,46534,QB,TEXAS ST,12,2.39,2.28,2.99,4.0,418,314,81.1,238,244,3.5,1.79,2,2,0.8,73.0,178,31,7.8,249,59.6,15,0.06,0,,,,,55.1,65.8,82.6,,65.0,,,,,,0,5,256,51.4,16.1,98.8,2.0,5,0,0,4,13,6,2.3,1561,6.4,62.2,119,133,13.4,3.28,3,9,6.3,51.1,68,87,8.1,169,40.4,6,-0.16,0,,,,,48.5,64.0,53.9,,67.1,,,51.3,,,1,2,181,41.4,21.8,95.9,11.2,19,17,0,10,9,7,3.9,1114,8.4
C.J. Brown,14571,QB,MARYLAND,13,2.68,2.43,3.57,4.88,416,215,71.6,197,204,5.8,1.88,5,7,3.4,61.3,125,53,11.3,208,50.0,16,0.04,1,,,,,62.9,65.3,56.2,,65.1,,,,,,0,5,211,48.6,7.5,80.5,1.9,4,0,0,2,6,7,3.3,1359,6.7,57.6,139,151,14.5,3.47,1,10,6.2,42.4,64,105,20.0,208,50.0,16,-0.47,1,,,,,74.9,41.5,81.8,,39.5,,,61.2,,,3,5,218,32.2,29.5,64.7,14.9,31,26,0,8,7,14,6.4,929,6.2
Gunner Kiel,24708,QB,CINCINNATI,13,2.5,2.42,3.22,4.51,412,138,76.9,216,222,5.1,1.88,5,5,2.2,71.6,159,19,4.2,226,54.9,7,0.19,1,,,,,53.8,73.3,82.2,,72.1,,,,,,0,3,235,54.0,21.1,110.3,1.8,4,0,0,1,15,6,2.6,1684,7.6,53.2,158,167,18.0,3.26,2,21,11.8,43.7,73,49,13.1,186,45.1,11,0.05,2,,,,,74.5,78.9,81.3,,77.7,,,62.6,,,2,10,197,41.4,16.3,83.8,4.3,8,11,0,5,16,10,5.1,1535,9.2
Christian Stewart,13086,QB,BYU,9,3.07,2.82,3.8,4.97,408,128,80.5,154,160,6.3,1.96,5,2,1.2,71.9,115,22,7.3,161,39.5,9,0.12,0,,,,,73.8,74.6,80.5,,73.5,,,,,,0,3,164,49.1,4.5,99.0,0.6,1,0,0,1,9,4,2.4,1003,6.3,55.9,177,190,17.5,3.81,1,18,8.8,44.7,85,137,14.1,246,60.3,14,0.03,0,,,,,35.5,74.3,82.7,,78.0,,,51.5,,,1,6,262,40.7,13.9,89.8,7.7,19,37,0,11,16,13,5.0,1618,8.5
Kevin Hogan,10796,QB,STANFORD,13,2.63,2.38,3.36,4.75,408,300,78.8,184,185,4.0,1.8,0,1,0.5,74.1,137,20,5.5,189,46.3,8,0.11,0,,,,,74.5,67.0,81.4,,66.3,,,,,,0,2,198,52.4,20.0,105.0,2.1,4,0,0,1,9,7,3.5,1309,7.1,64.0,164,169,15.5,3.34,2,17,9.5,56.2,95,63,9.5,219,53.7,10,0.12,1,,,,,53.1,76.2,82.1,,81.6,,,47.2,,,0,6,230,47.0,27.0,90.3,7.8,17,33,0,3,10,15,6.5,1479,8.8
Austin Grammer,23315,QB,MIDDLE TN,12,2.81,2.5,3.06,5.08,407,224,78.0,200,203,5.7,1.77,0,7,3.3,70.9,144,36,7.7,208,51.1,12,-0.04,2,,,,,63.5,70.4,81.8,,69.4,,,,,,0,5,215,48.6,13.9,93.5,2.4,5,0,0,3,9,4,1.9,1356,6.7,73.7,114,134,11.9,3.89,1,9,6.3,57.5,77,107,8.3,199,48.9,7,0.07,0,,,,,23.8,72.0,55.8,,77.3,,,54.4,,,0,7,208,45.7,19.6,85.9,10.6,21,44,0,19,8,10,4.8,1215,9.1
Brad Kaaya,11970,QB,MIAMI FL,13,2.5,2.45,3.02,4.88,407,220,76.0,192,199,6.2,1.89,5,2,1.0,69.8,139,33,4.8,204,50.1,7,0.22,2,,,,,66.6,76.5,81.7,,75.3,,,,,,1,4,211,51.0,15.2,109.3,2.5,5,0,0,1,14,7,3.3,1622,8.2,54.9,164,182,13.7,3.12,1,14,7.4,45.6,83,69,7.8,202,49.6,7,-0.21,2,,,,,66.5,56.4,81.7,,57.4,,,48.2,,,5,8,210,40.1,23.2,79.6,7.9,16,4,0,12,12,11,5.2,1566,8.6
Nick Mullens,12282,QB,SO MISS,10,2.45,2.33,2.91,4.33,406,296,78.3,207,215,5.9,1.79,6,6,2.7,69.3,149,50,8.0,221,54.4,13,0.19,0,,,,,64.3,77.0,82.1,,75.7,,,,,,1,4,230,47.1,12.0,96.1,2.7,6,0,0,1,10,3,1.3,1473,6.9,59.7,129,151,14.5,3.24,0,8,5.1,45.0,68,85,11.7,185,45.6,9,-0.19,0,,,,,61.8,63.6,81.3,,61.2,,,66.8,,,8,6,193,37.3,17.6,54.7,8.1,15,19,0,14,2,9,4.7,988,6.5
Cyler Miles,24224,QB,WASHINGTON,12,2.82,2.48,3.88,4.59,403,340,79.8,203,205,5.0,1.84,2,4,1.9,76.1,156,32,3.7,210,52.1,6,0.32,1,,,,,74.9,75.9,81.8,,74.3,,,63.1,,,0,3,217,50.5,12.5,109.7,1.9,4,1,0,0,13,4,1.8,1433,7.0,62.4,109,126,12.0,3.89,1,3,2.3,50.0,63,102,7.4,193,47.9,5,-0.11,1,,,,,25.4,49.8,55.1,,50.0,,,56.8,,,1,1,202,44.6,18.6,82.9,9.8,19,48,0,15,4,13,6.4,963,7.6
Terrance Broadway,15286,QB,LA LAFAYET,13,2.82,2.56,3.74,5.23,399,207,85.2,155,165,3.4,1.77,1,1,0.6,72.1,119,42,9.8,171,42.9,13,-0.08,1,,,,,74.0,65.5,80.8,,64.8,,,,,,5,3,175,49.7,14.3,90.8,3.5,6,0,0,4,6,7,4.0,954,5.8,65.0,160,182,11.2,3.61,2,5,2.7,54.9,100,124,3.8,228,57.1,4,-0.13,3,,,,,64.3,61.3,58.8,,61.7,,,59.3,,,2,6,236,40.8,14.5,77.5,7.9,18,28,0,18,7,9,3.8,1335,7.3
Jake Rudock,10825,QB,IOWA,12,2.81,2.62,3.33,4.79,394,192,78.8,132,142,5.1,1.77,6,2,1.4,70.4,100,26,3.8,145,36.8,4,-0.03,1,,,,,73.4,71.0,48.4,,70.8,,,,,,2,1,148,49.7,11.5,111.2,2.1,3,0,0,2,12,2,1.4,859,6.0,67.7,186,206,12.2,3.42,5,13,5.9,54.9,113,89,10.3,249,63.2,13,-0.02,2,,,,,65.6,70.5,61.2,,72.8,,,54.2,,,2,4,262,43.0,15.7,78.1,5.6,14,29,0,13,4,9,3.4,1577,7.7
Connor Cook,10734,QB,MICH STATE,13,2.7,2.6,3.76,5.02,391,223,70.8,178,180,6.9,1.9,2,6,3.2,63.9,115,26,8.7,180,46.0,11,0.33,1,,,,,74.4,72.3,81.2,,71.2,,,,,,0,4,190,55.6,0.0,93.4,0.0,0,0,0,0,9,6,3.2,1326,7.4,58.2,177,187,15.2,3.38,1,20,10.2,51.9,97,72,5.8,211,54.0,6,0.27,0,,,,,52.0,80.1,57.2,,82.1,,,45.1,,,3,4,220,46.0,19.4,105.2,6.6,14,10,0,6,15,13,5.9,1888,10.1
Driphus Jackson,19062,QB,RICE,13,2.83,2.55,3.99,5.14,388,275,74.3,167,170,6.1,1.8,2,7,4.0,64.7,110,20,11.3,172,44.3,14,0.09,0,,,,,74.1,77.3,80.8,,76.1,,,,,,1,4,177,45.3,10.0,91.1,1.2,2,0,0,0,9,5,2.8,1112,6.5,62.0,150,163,15.5,3.65,1,12,7.0,49.7,81,76,12.9,216,55.7,12,0.08,2,,,,,63.9,72.7,57.9,,73.8,,,58.9,,,0,4,227,45.4,34.2,108.6,12.0,26,27,0,12,15,6,2.6,1748,10.7
Tommy Armstrong Jr.,46589,QB,NEBRASKA,13,2.77,2.61,3.42,5.05,383,238,70.4,162,165,6.0,1.92,2,4,2.3,64.8,107,35,6.1,167,43.6,7,0.13,3,,,,,74.0,63.5,80.8,,62.9,,,,,,0,5,175,49.1,5.7,87.6,1.2,2,0,0,1,7,9,5.1,1186,7.2,51.2,172,179,17.9,3.43,2,12,6.3,42.5,76,111,13.6,216,56.4,12,-0.02,1,,,,,63.8,56.1,82.1,,54.9,,,62.7,,,1,7,228,37.0,17.1,84.2,8.8,19,18,0,4,15,16,7.0,1508,8.4
J.T. Barrett IV,46387,QB,OHIO STATE,12,2.78,2.43,3.3,5.04,382,260,89.2,158,163,3.0,1.74,4,6,3.6,81.6,133,32,5.7,166,43.5,8,0.35,0,,,,,73.9,80.1,80.7,,78.8,,,,,,1,3,170,60.8,9.4,135.9,1.8,3,0,0,0,21,3,1.8,1459,9.0,54.7,137,149,17.3,3.57,1,9,5.9,45.6,68,89,9.3,216,56.5,7,0.01,0,,,,,75.0,64.6,81.9,,57.4,,,74.7,,,2,7,223,41.2,29.2,87.7,12.0,26,41,0,9,13,9,4.0,1360,9.1
Drew Hare,46600,QB,N ILLINOIS,14,2.55,2.29,3.36,4.28,378,254,78.2,206,209,5.1,1.87,3,6,2.8,69.4,145,26,9.9,210,55.6,16,0.3,0,,,,,63.4,80.6,81.8,,79.2,,,,,,0,0,218,51.0,3.8,106.7,0.5,1,0,0,0,10,2,0.9,1550,7.4,52.8,106,115,17.3,3.39,3,8,6.6,41.7,48,56,14.3,168,44.4,8,0.05,0,,,,,60.9,70.9,80.8,,68.2,,,66.7,,,0,2,175,38.7,17.9,80.7,6.0,10,43,0,6,8,3,1.7,771,6.7
Joe Licata,11390,QB,BUFFALO,11,2.84,2.77,2.99,4.81,374,126,81.1,143,150,5.8,1.83,5,6,3.8,75.3,113,22,2.6,153,40.9,3,0.23,2,,,,,73.7,68.1,80.4,,67.3,,,,,,1,3,162,51.6,13.6,117.9,2.0,3,0,0,1,15,6,3.7,1009,6.7,68.7,182,198,13.0,3.54,0,13,6.2,56.6,112,83,10.4,221,59.1,13,0.03,0,,,,,64.4,67.3,82.2,,68.3,,,52.2,,,3,8,237,44.8,15.7,90.4,5.9,13,10,0,13,14,10,4.2,1639,8.3
Brandon Allen,10835,QB,ARKANSAS,13,2.78,2.64,3.77,4.82,370,111,69.2,159,163,6.8,1.86,3,3,1.8,65.0,106,23,3.6,164,44.3,4,0.3,0,,,,,73.9,69.6,80.7,,68.8,,,,,,0,1,170,56.1,4.3,95.4,0.6,1,0,0,1,7,5,2.9,1071,6.6,62.5,152,177,13.9,3.51,1,10,5.4,47.5,84,94,11.6,206,55.7,11,-0.03,1,,,,,51.7,75.0,81.7,,71.4,,,73.8,,,0,4,214,41.3,14.9,85.1,6.8,14,15,0,24,13,11,5.1,1208,6.8
Tanner Lee,38321,QB,TULANE,10,2.38,2.27,3.07,4.43,369,319,65.0,214,218,7.4,1.87,4,5,2.2,57.8,126,43,9.4,223,60.4,13,-0.18,0,,,,,75.2,36.3,82.1,,37.0,,,,,,0,7,232,42.2,11.6,73.9,2.2,5,0,0,0,10,17,7.3,1140,5.2,56.5,115,119,15.0,3.16,1,4,3.1,49.6,59,75,9.2,146,39.6,6,-0.26,2,,,,,73.6,54.3,23.8,,56.1,,,55.6,,,2,7,157,37.7,22.7,53.7,11.6,17,10,0,1,2,9,5.7,835,7.0
Travis Wilson,12079,QB,UTAH,13,2.76,2.41,4.28,5.26,365,328,69.7,175,181,5.5,1.86,5,5,2.7,63.5,115,18,5.7,182,49.9,7,-0.16,1,,,,,74.3,64.1,81.1,,63.5,,,,,,0,3,188,45.1,5.6,92.3,0.5,1,0,0,1,12,4,2.1,961,5.3,68.8,112,133,13.4,3.65,3,11,8.1,56.4,75,69,2.6,183,50.1,2,-0.07,1,,,,,74.3,76.0,54.9,,81.0,,,54.0,,,1,2,188,39.9,26.1,95.6,9.8,18,32,0,17,6,4,2.1,1205,9.1
Gary Nova,12894,QB,RUTGERS,13,2.61,2.48,3.01,4.73,363,278,66.9,175,181,7.4,1.88,3,3,1.6,59.1,107,38,8.5,187,51.5,10,-0.06,0,,,,,74.4,56.8,81.3,,56.5,,,,,,0,7,193,47.6,15.8,71.8,3.2,6,0,0,3,4,6,3.1,1267,7.0,60.1,143,146,13.6,3.38,1,20,13.2,54.8,80,76,7.0,176,48.5,6,0.22,1,,,,,48.1,86.0,27.5,,84.6,,,69.8,,,0,5,183,47.2,17.1,118.5,7.4,13,17,0,2,18,9,4.9,1592,10.9
Kenny Hill,46637,QB,TEXAS A&M,8,2.72,2.46,4.15,5.23,361,312,88.3,171,173,3.5,1.73,2,1,0.6,76.9,133,15,11.9,173,47.9,18,0.36,3,,,,,74.1,79.1,80.8,,77.8,,,,,,0,0,177,54.9,0.0,113.2,0.0,0,0,0,0,9,2,1.1,1233,7.1,64.1,142,149,16.4,3.63,2,14,9.1,53.7,80,63,12.1,188,52.1,11,-0.1,2,,,,,49.2,74.7,81.3,,76.4,,,55.4,,,0,8,193,46.3,23.8,95.1,8.0,15,24,0,5,14,9,4.7,1408,9.4
Jaquez Johnson,18005,QB,FAU,11,2.62,2.4,3.93,4.34,360,165,76.9,173,184,5.6,1.84,7,2,1.1,67.9,125,26,6.0,184,51.1,8,0.13,1,,,,,74.4,62.5,81.2,,62.0,,,,,,0,1,190,47.8,0.0,100.3,0.0,0,0,0,4,10,4,2.1,1138,6.2,50.0,120,131,17.3,3.44,0,11,7.9,42.7,56,73,6.7,176,48.9,4,-0.19,1,,,,,61.3,60.3,53.1,,67.2,,,44.4,,,0,4,188,35.8,23.3,77.5,9.7,17,28,0,11,7,5,2.7,1091,8.3
Joe Gray,16729,QB,S JOSE ST,11,2.61,2.47,3.65,4.75,357,285,79.4,189,198,5.6,1.79,6,7,3.4,71.7,142,27,5.3,199,55.7,8,0.3,0,,,,,62.9,80.5,81.5,,79.1,,,,,,1,4,205,54.3,3.7,91.3,0.5,1,0,0,2,5,5,2.4,1401,7.1,63.6,118,131,13.1,3.64,0,9,6.6,51.1,67,80,10.7,158,44.3,8,-0.2,0,,,,,31.7,67.6,80.5,,69.3,,,53.4,,,0,5,164,39.2,15.0,72.8,7.6,12,15,0,13,6,9,5.5,902,6.9
Davis Webb,11842,QB,TEXAS TECH,8,2.36,2.32,3.4,4.48,354,315,73.9,199,201,5.5,1.8,2,11,5.2,66.7,134,24,8.8,201,56.8,13,0.05,1,,,,,74.8,68.1,81.7,,67.2,,,,,,0,4,210,43.3,0.0,99.1,0.0,0,0,0,0,14,8,3.8,1278,6.4,67.4,135,144,13.0,3.12,2,10,6.6,52.8,76,61,16.5,152,42.9,15,-0.01,0,,,,,45.5,80.8,80.4,,79.1,,,65.2,,,1,9,161,48.0,6.6,79.5,2.6,4,4,0,6,10,13,8.1,1256,8.7
Brandon Bridge,16073,QB,S ALABAMA,11,2.72,2.5,3.6,5.14,350,288,76.3,173,178,6.5,1.84,1,4,2.2,64.6,115,27,12.9,181,51.7,17,-0.05,1,,,,,74.3,72.5,81.1,,71.4,,,,,,2,4,187,49.7,11.1,85.6,1.7,3,0,0,2,8,4,2.1,1026,5.8,52.5,118,131,21.0,3.66,0,15,10.7,33.6,44,88,29.0,169,48.3,18,-0.32,2,,,,,48.3,59.9,81.0,,59.9,,,58.7,,,4,4,182,33.1,21.6,63.7,11.2,19,19,0,9,7,13,7.1,896,6.8
Devin Gardner,9949,QB,MICHIGAN,12,2.8,2.45,3.88,4.59,349,222,79.5,151,155,4.9,1.78,3,2,1.3,69.0,107,27,10.8,160,45.8,13,-0.22,2,,,,,73.7,70.5,80.5,,70.1,,,57.3,,,0,8,163,48.1,14.8,75.2,2.5,4,1,0,1,6,5,3.1,901,5.8,60.5,119,128,14.0,3.67,3,5,3.8,52.3,67,75,6.9,189,54.2,5,-0.27,1,,,,,28.5,55.1,81.3,,53.1,,,61.7,,,3,7,196,47.6,30.7,65.7,12.2,23,38,0,3,4,11,5.6,995,7.8
Trevor Knight,12009,QB,OKLAHOMA,10,2.63,2.45,3.6,5.05,345,261,71.6,190,193,6.7,1.79,3,4,2.0,63.2,122,17,10.3,194,56.2,14,-0.01,1,,,,,62.2,65.9,81.4,,65.2,,,,,,0,6,198,45.9,5.9,87.2,0.5,1,0,0,0,10,9,4.5,1301,6.7,62.6,107,124,17.4,3.7,3,3,2.3,46.8,58,56,13.4,151,43.8,9,-0.09,0,,,,,73.7,58.4,80.4,,59.7,,,55.2,,,1,6,161,39.1,12.5,65.3,4.6,7,20,0,13,4,10,6.2,1000,8.1
Greg Ward,12258,QB,HOUSTON,12,2.98,2.5,4.17,4.97,339,182,81.2,154,155,4.6,1.68,1,3,1.9,75.5,117,14,6.4,160,47.2,8,0.21,2,,,,,73.8,80.6,80.5,,78.7,,,64.3,,,0,3,166,52.5,28.6,94.7,2.5,4,1,0,0,5,2,1.2,1006,6.5,67.3,104,111,12.7,4.15,2,10,8.7,55.9,62,80,11.4,179,52.8,8,0.32,1,,,,,61.7,82.9,81.1,,80.5,,,69.9,,,0,4,187,44.7,23.8,92.7,10.6,19,49,0,5,7,6,3.2,1013,9.1
Cole Stoudt,10142,QB,CLEMSON,13,2.35,2.15,3.26,5.05,334,140,84.0,187,191,2.5,1.68,3,3,1.6,79.6,152,27,3.2,194,58.1,5,0.22,0,,,,,74.5,73.5,81.3,,72.5,,,,,,1,1,196,50.5,11.1,104.3,1.5,3,0,0,0,6,4,2.0,1347,7.1,46.9,96,110,16.8,3.28,3,5,4.3,34.5,38,71,15.6,140,41.9,7,-0.84,0,,,,,42.8,29.9,80.0,,32.0,,,47.1,,,3,9,146,28.6,18.3,25.9,9.3,13,17,0,8,3,14,9.6,530,4.8
