player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jeff Lindquist,47029,QB,WASHINGTON,4,2.8,2.58,5.2,4.1,33,340,46.7,15,16,9.5,1.86,1,0,0.0,31.3,5,1,28.6,16,48.5,2,-0.78,0,,,,,66.7,49.9,71.8,,49.9,,,,,,0,0,17,18.8,0.0,40.6,0.0,0,0,0,0,0,0,0.0,24,1.5,50.0,12,13,25.4,3.68,0,2,15.4,30.8,4,6,33.3,17,51.5,2,0.11,0,,,,,66.7,86.3,71.8,,90.0,,,58.3,,,0,0,17,29.4,16.7,96.6,5.9,1,3,0,1,1,0,0.0,135,10.4
Chris Laviano,46398,QB,RUTGERS,5,3.12,2.93,2.3,4.65,33,278,50.0,10,11,4.8,2.08,1,0,0.0,36.4,4,5,20.0,12,36.4,1,-1.6,0,,,,,65.8,39.0,70.7,,39.1,,,,,,0,1,12,16.7,20.0,7.0,8.3,1,0,0,0,0,1,8.3,24,2.2,53.3,15,17,8.7,3.71,0,0,0.0,41.2,7,8,12.5,21,63.6,1,-0.24,0,,,,,67.2,58.0,72.5,,52.0,,,67.9,,,0,0,21,38.1,0.0,57.5,0.0,0,4,0,2,0,1,4.8,86,5.1
Ryan Finley,46426,QB,BOISE ST,3,3.26,2.62,7.0,4.4,33,120,60.0,15,15,12.3,1.95,0,0,0.0,46.7,7,2,22.2,15,45.5,2,0.36,0,,,,,66.8,62.4,72.0,,62.1,,,,,,0,0,18,46.7,0.0,89.0,0.0,0,0,0,0,1,0,0.0,93,6.2,50.0,10,12,12.2,4.34,0,0,0.0,41.7,5,11,0.0,18,54.5,0,-0.33,0,,,,,67.0,50.5,72.2,,44.9,,,67.8,,,1,1,19,38.9,36.4,53.5,22.2,4,2,0,1,1,1,5.3,68,5.7
Robert Council,20205,QB,MORGAN ST,1,2.49,2.25,2.8,4.53,33,235,85.0,20,22,5.2,1.85,2,1,4.5,63.6,14,2,17.6,23,69.7,3,0.34,0,,,,,67.5,83.9,72.8,,83.1,,,,,,0,0,23,39.1,50.0,118.6,4.3,1,0,0,0,2,0,0.0,175,8.0,80.0,5,6,13.0,3.98,0,1,16.7,66.7,4,5,0.0,10,30.3,0,1.51,0,,,,,65.6,78.2,70.4,,82.5,,,60.9,,,0,0,11,60.0,20.0,149.3,10.0,1,3,0,1,1,0,0.0,110,18.3
Kyren Poe,17278,QB,N ARIZONA,1,2.41,2.19,3.8,4.0,32,252,65.0,20,22,4.7,1.9,1,1,4.5,50.0,11,6,15.4,23,71.9,2,-0.26,0,,,,,67.5,41.7,72.8,,41.7,,,,,,0,1,23,39.1,16.7,50.8,4.3,1,0,0,1,0,3,13.0,137,6.2,83.3,6,6,6.2,3.7,0,0,0.0,66.7,4,5,20.0,9,28.1,1,-0.11,0,,,,,65.1,60.9,69.8,,69.2,,,52.7,,,0,0,9,44.4,20.0,93.1,11.1,1,2,0,0,0,0,0.0,51,8.5
Nick Sherry,16938,QB,UNLV,2,2.73,2.57,4.7,4.1,32,325,68.8,16,16,6.4,1.78,0,0,0.0,56.3,9,4,18.2,16,50.0,2,0.17,0,,,,,66.5,30.0,71.6,,30.4,,,,,,0,1,16,62.5,0.0,43.2,0.0,0,0,0,0,0,2,12.5,78,4.9,30.0,10,13,17.8,3.69,0,1,7.1,0.0,0,12,100.0,16,50.0,3,-1.55,1,,,,,22.7,32.2,71.8,,45.4,,,35.5,,,0,1,17,12.5,8.3,7.5,6.3,1,2,0,3,0,2,11.8,0,0.0
Favian Upshaw,46554,QB,GA SOUTHRN,8,2.99,2.64,3.0,5.4,32,174,90.9,11,11,0.5,1.75,0,0,0.0,90.9,10,0,0.0,11,34.4,0,1.15,0,,,,,65.8,71.7,70.7,,71.2,,,,,,0,0,12,72.7,,133.7,0.0,0,0,0,0,1,0,0.0,97,8.8,66.7,15,16,17.8,3.65,0,3,17.6,56.3,9,9,10.0,21,65.6,1,-0.14,0,,,,,67.4,90.8,72.7,,85.0,,,77.7,,,0,1,22,52.4,11.1,92.7,4.8,1,4,0,1,1,1,4.5,188,11.8
Carson Wentz,10636,QB,N DAK ST,1,2.83,2.65,3.5,4.2,32,250,81.8,11,11,4.8,1.64,0,0,0.0,72.7,8,1,11.1,11,34.4,1,0.32,0,,,,,65.8,73.4,70.7,,72.9,,,,,,0,0,12,54.5,0.0,83.5,0.0,0,0,0,0,0,0,0.0,55,5.0,68.8,16,17,10.4,3.45,1,0,0.0,58.8,10,6,9.1,21,65.6,1,0.18,0,,,,,29.2,71.7,72.5,,64.2,,,73.6,,,0,0,21,47.6,16.7,87.6,4.8,1,3,0,0,0,0,0.0,149,8.8
Casey Cochran,21948,QB,UCONN,1,2.25,2.22,3.3,,32,146,64.7,17,17,6.1,1.79,0,0,0.0,64.7,11,3,0.0,17,53.1,0,-0.05,0,,,,,66.8,41.9,72.0,,42.1,,,,,,0,0,18,47.1,0.0,77.6,0.0,0,0,0,0,0,1,5.6,88,5.2,53.8,13,14,15.8,2.77,0,0,0.0,42.9,6,6,14.3,15,46.9,1,-0.08,0,,,,,66.4,57.8,71.4,,57.6,,,,,,0,1,15,40.0,16.7,32.7,6.7,1,0,0,1,0,2,13.3,83,5.9
Billy Green,38032,QB,WEBER ST,1,2.33,2.18,2.4,6.4,32,342,68.2,22,23,6.8,1.93,0,1,4.3,52.2,12,7,20.0,24,75.0,3,-0.04,1,,,,,67.6,58.4,73.0,,58.1,,,,,,1,0,24,33.3,14.3,84.0,4.2,1,0,0,0,1,1,4.2,132,5.7,60.0,5,6,16.6,3.51,0,0,0.0,33.3,2,2,33.3,8,25.0,1,0.31,0,,,,,65.1,75.4,69.8,,73.2,,,61.7,,,0,0,9,37.5,50.0,46.5,12.5,1,1,0,1,0,0,0.0,24,4.0
Cole Gautsche,47093,QB,NEW MEXICO,5,2.65,2.52,3.3,3.45,31,241,83.3,12,12,0.9,1.75,0,0,0.0,66.7,8,3,20.0,13,41.9,2,-0.34,0,,,,,66.0,58.0,71.0,,57.8,,,,,,0,0,13,38.5,33.3,70.1,7.7,1,0,0,0,0,0,0.0,33,2.8,30.8,13,14,22.7,3.31,0,1,6.7,28.6,4,6,0.0,18,58.1,0,-0.32,0,,,,,67.0,59.0,72.2,,57.8,,,61.6,,,0,0,19,44.4,33.3,48.5,11.1,2,2,0,1,0,0,0.0,72,5.1
Austin Howard,46576,QB,SOUTHERN U,1,2.13,2.13,,,31,297,63.6,22,22,10.4,1.94,0,1,4.5,59.1,13,5,7.1,22,71.0,1,0.1,0,,,,,67.5,56.3,72.8,,56.2,,,,,,0,0,23,50.0,0.0,93.4,0.0,0,0,0,0,1,1,4.3,142,6.5,66.7,9,9,12.0,2.58,0,0,0.0,55.6,5,4,16.7,9,29.0,1,0.24,0,,,,,65.4,72.9,70.1,,72.4,,,,,,0,0,10,44.4,0.0,66.4,0.0,0,0,0,0,0,0,0.0,39,4.3
Aaron Bailey,39138,QB,ILLINOIS,3,3.48,3.15,3.6,5.3,30,187,57.1,7,7,2.4,1.97,0,0,0.0,57.1,4,2,0.0,7,23.3,0,-0.71,0,,,,,64.9,54.2,69.5,,54.1,,,,,,0,0,8,42.9,0.0,67.6,0.0,0,0,0,0,0,0,0.0,30,4.3,50.0,16,16,13.8,3.94,0,1,5.6,43.8,7,18,12.5,23,76.7,1,0.29,0,,,,,18.6,35.8,73.1,,42.1,,,44.9,,,0,1,25,43.5,16.7,56.3,13.0,3,4,0,0,1,2,8.0,88,5.5
Devin Powell,38337,QB,TULANE,2,2.52,2.36,2.65,4.45,30,319,53.3,15,16,9.8,1.95,1,0,0.0,43.8,7,7,12.5,17,56.7,1,-0.42,0,,,,,66.7,53.8,71.8,,53.7,,,,,,0,0,17,29.4,14.3,59.1,5.9,1,0,0,0,0,0,0.0,79,4.9,75.0,8,10,6.6,3.26,0,0,0.0,30.0,3,7,50.0,13,43.3,3,-0.22,0,,,,,66.0,76.0,71.0,,62.4,,,77.3,,,2,0,13,38.5,14.3,40.0,7.7,1,2,0,0,0,0,0.0,31,3.1
Mitch Ravizza,21770,QB,S JOSE ST,2,2.36,2.07,2.93,4.07,29,285,83.3,18,18,1.7,1.82,0,0,0.0,72.2,13,1,13.3,18,62.1,2,-0.44,0,,,,,66.8,57.5,72.0,,57.3,,,,,,0,0,18,16.7,0.0,74.8,0.0,0,0,0,0,0,1,5.6,48,2.7,20.0,5,5,17.8,3.25,0,0,0.0,20.0,1,5,0.0,11,37.9,0,-1.03,0,,,,,65.6,41.3,70.4,,39.7,,,57.7,,,0,0,11,18.2,60.0,39.6,27.3,3,3,0,0,0,0,0.0,13,2.6
Jeff Lockie,23581,QB,OREGON,6,2.66,2.56,,5.6,29,264,85.7,14,15,0.6,1.89,0,0,0.0,80.0,12,3,0.0,15,51.7,0,0.19,0,,,,,66.4,71.1,71.4,,70.7,,,,,,1,0,15,60.0,0.0,109.2,0.0,0,0,0,0,1,0,0.0,73,4.9,76.9,13,13,9.1,3.49,0,1,7.7,69.2,9,4,10.0,14,48.3,1,0.97,0,,,,,66.4,75.9,71.4,,75.4,,,62.1,,,0,0,15,64.3,0.0,102.7,0.0,0,1,0,0,0,1,6.7,134,10.3
Kevin Earl,19217,QB,S DAKOTA,1,2.69,2.57,2.95,5.4,29,291,66.7,15,15,3.8,2.02,0,0,0.0,60.0,9,5,10.0,16,55.2,1,0.26,0,,,,,66.5,58.3,71.6,,58.1,,,,,,0,0,16,56.3,20.0,76.3,6.3,1,0,0,0,0,0,0.0,87,5.8,50.0,10,11,7.2,3.52,0,0,0.0,36.4,4,6,20.0,13,44.8,1,-0.05,0,,,,,66.2,52.5,71.2,,47.7,,,64.3,,,0,0,14,38.5,16.7,50.9,7.7,1,1,0,1,0,0,0.0,49,4.5
Dylan Favre,15409,QB,TENN MARTN,2,2.54,2.39,3.0,4.9,29,310,50.0,12,12,6.2,1.92,0,0,0.0,50.0,6,3,0.0,12,41.4,0,-1.55,0,,,,,65.8,28.3,70.7,,28.5,,,,,,0,2,12,33.3,0.0,16.7,0.0,0,0,0,0,0,3,25.0,30,2.5,61.5,13,13,10.7,2.98,0,0,0.0,53.8,7,5,12.5,17,58.6,1,-0.26,0,,,,,66.5,41.7,71.8,,42.8,,,57.8,,,0,0,17,35.3,60.0,69.1,17.6,3,1,0,0,0,1,5.9,69,5.3
Jared Johnson,24589,QB,SM HOUSTON,1,2.58,2.29,5.0,,28,281,53.3,15,17,4.2,1.67,1,0,0.0,35.3,6,4,25.0,17,60.7,2,-0.54,0,,,,,66.7,43.2,71.8,,43.3,,,,,,0,1,17,35.3,0.0,29.8,0.0,0,0,0,1,0,1,5.9,93,5.5,28.6,7,8,15.9,3.99,0,0,0.0,25.0,2,8,0.0,11,39.3,0,-1.1,0,,,,,18.5,24.0,70.4,,24.3,,,,,,0,1,11,18.2,37.5,13.0,27.3,3,0,0,1,0,2,18.2,49,6.1
Kyle Snyder,15936,QB,SE MO ST,1,2.79,2.79,2.9,,28,293,58.3,12,13,8.9,1.87,1,0,0.0,38.5,5,3,28.6,13,46.4,2,-0.21,0,,,,,66.2,60.4,71.2,,60.2,,,,,,0,1,14,23.1,0.0,21.0,0.0,0,0,0,0,0,0,0.0,59,4.5,50.0,14,14,21.1,3.59,0,2,12.5,50.0,7,6,0.0,15,53.6,0,0.61,0,,,,,66.7,58.9,71.8,,58.7,,,,,,0,2,17,40.0,16.7,95.8,6.7,1,0,0,0,3,4,23.5,210,15.0
Dante Nania,20109,QB,YNGTOWN ST,1,2.33,2.21,3.0,4.1,28,353,64.7,17,18,3.6,1.82,1,1,5.6,50.0,9,2,18.2,18,64.3,2,-0.09,0,,,,,66.8,64.0,72.0,,63.7,,,,,,0,0,18,33.3,0.0,79.6,0.0,0,0,0,0,0,0,0.0,155,8.6,50.0,6,7,17.7,3.25,0,1,11.1,42.9,3,6,0.0,10,35.7,0,-0.31,0,,,,,66.0,38.9,71.0,,29.5,,,71.3,,,0,0,13,30.0,33.3,59.8,20.0,2,1,0,1,0,2,15.4,37,5.3
Brandon Wells,24856,QB,ALAB A&M,1,2.37,2.26,2.48,3.35,28,104,53.8,13,15,19.0,1.94,0,0,0.0,46.7,7,11,0.0,17,60.7,0,0.08,0,,,,,66.8,45.9,72.0,,46.0,,,,,,1,1,18,29.4,18.2,78.2,11.8,2,0,0,1,1,1,5.6,154,10.3,20.0,5,7,19.4,3.04,0,0,0.0,14.3,1,5,0.0,11,39.3,0,-1.24,0,,,,,66.0,33.2,71.0,,30.0,,,58.5,,,0,2,13,18.2,40.0,0.0,18.2,2,2,0,2,0,2,15.4,12,1.7
Kierra Harris,32400,QB,MO STATE,1,2.94,2.57,3.68,5.05,28,230,90.9,11,11,3.5,1.95,0,1,9.1,90.9,10,1,0.0,11,39.3,0,0.93,0,,,,,65.6,62.7,70.4,,62.4,,,,,,0,0,11,63.6,0.0,140.2,0.0,0,0,0,0,1,1,9.1,114,10.4,83.3,6,10,21.0,3.59,0,3,27.3,40.0,4,9,20.0,17,60.7,1,-0.52,0,,,,,66.8,82.0,72.0,,81.6,,,62.6,,,0,0,18,29.4,55.6,107.1,29.4,5,2,0,4,1,0,0.0,92,9.2
Leon Prunty,46553,QB,SVANNAH ST,1,2.35,2.17,3.3,4.8,28,286,58.8,17,17,2.5,1.75,0,0,0.0,35.3,6,5,40.0,17,60.7,4,-1.12,0,,,,,66.7,31.3,71.8,,31.6,,,,,,0,1,17,17.6,0.0,19.5,0.0,0,0,0,0,0,2,11.8,27,1.6,62.5,8,8,7.9,3.27,0,0,0.0,50.0,4,5,20.0,11,39.3,1,-0.69,0,,,,,65.6,44.1,70.4,,46.4,,,57.0,,,0,0,11,9.1,40.0,56.3,18.2,2,1,0,0,0,1,9.1,13,1.6
Tino Smith II,48272,QB,SVANNAH ST,1,2.73,2.27,3.7,4.05,28,286,84.6,13,13,4.8,1.72,0,1,7.7,61.5,8,2,27.3,14,50.0,3,-0.13,0,,,,,66.2,60.5,71.2,,60.2,,,,,,0,0,14,42.9,50.0,69.7,7.1,1,0,0,0,0,1,7.1,51,3.9,66.7,6,7,12.0,3.73,0,0,0.0,57.1,4,10,0.0,14,50.0,0,-0.01,0,,,,,20.6,32.3,71.2,,52.4,,,34.9,,,0,0,14,42.9,30.0,124.4,21.4,3,4,0,1,1,2,14.3,59,8.4
Evan Crower,13629,QB,STANFORD,5,2.49,2.49,,,27,300,75.0,16,16,8.1,1.96,0,1,5.9,50.0,8,2,33.3,16,59.3,4,-0.2,0,,,,,66.7,72.8,71.8,,72.3,,,,,,0,0,17,31.3,0.0,81.8,0.0,0,0,0,0,1,0,0.0,66,4.1,63.6,11,11,7.4,3.27,0,1,8.3,63.6,7,5,0.0,11,40.7,0,0.98,0,,,,,18.8,70.8,70.7,,70.3,,,,,,0,0,12,54.5,0.0,99.4,0.0,0,0,0,0,0,1,8.3,117,10.6
Vincent Testaverde,39415,QB,TEXAS TECH,1,1.92,1.73,,7.0,27,315,60.9,23,23,5.0,1.6,0,0,0.0,60.9,14,0,0.0,23,85.2,0,-0.36,1,,,,,67.5,28.0,72.8,,28.2,,,,,,0,1,23,21.7,,55.0,0.0,0,0,0,0,0,4,17.4,112,4.9,33.3,3,3,14.7,3.78,0,0,0.0,33.3,1,1,0.0,4,14.8,0,-1.88,0,,,,,63.3,43.2,67.4,,47.0,,,57.0,,,0,0,4,0.0,0.0,42.4,0.0,0,1,0,0,0,0,0.0,4,1.3
Benjamin Anderson,17561,QB,ARKAPB,1,3.38,2.86,3.93,5.02,27,112,66.7,9,10,3.0,1.83,0,0,0.0,60.0,6,3,0.0,10,37.0,0,0.09,0,,,,,65.4,52.1,70.1,,52.0,,,,,,1,0,10,40.0,0.0,70.8,0.0,0,0,0,0,0,0,0.0,45,4.5,33.3,6,9,17.3,4.29,0,0,0.0,22.2,2,12,0.0,17,63.0,0,-0.64,0,,,,,67.0,51.1,72.2,,50.1,,,58.7,,,0,0,19,23.5,25.0,41.0,17.6,3,5,0,3,0,0,0.0,30,3.3
Sean Rubalcaba,24714,QB,N COLORADO,1,3.43,2.82,3.5,7.4,27,253,85.7,7,7,1.0,1.56,0,0,0.0,85.7,6,1,0.0,8,29.6,0,-1.03,0,,,,,65.6,55.0,70.4,,54.9,,,,,,0,0,11,12.5,100.0,79.2,12.5,1,0,0,0,0,0,0.0,15,2.1,75.0,12,13,12.5,4.21,1,0,0.0,69.2,9,12,0.0,19,70.4,0,0.01,0,,,,,67.4,65.2,72.7,,65.3,,,60.0,,,0,1,22,36.8,25.0,76.1,15.8,3,3,0,0,0,1,4.5,151,11.6
Jake Melville,46405,QB,COLGATE,1,2.41,2.41,,,26,142,93.8,16,16,5.5,1.71,0,2,12.5,81.3,13,1,13.3,16,61.5,2,0.07,0,,,,,66.5,90.1,71.6,,89.6,,,,,,0,0,16,56.3,0.0,92.7,0.0,0,0,0,0,0,0,0.0,100,6.3,25.0,8,10,19.5,3.52,0,0,0.0,10.0,1,3,50.0,10,38.5,1,-1.08,0,,,,,65.4,40.1,70.1,,40.5,,,,,,0,0,10,10.0,0.0,42.5,0.0,0,0,0,2,0,1,10.0,37,3.7
DeVante Kincade,26446,QB,OLE MISS,6,2.72,1.88,2.3,5.47,26,226,87.5,16,16,1.8,1.52,0,1,6.3,87.5,14,0,0.0,17,65.4,0,-0.07,0,,,,,66.5,36.1,71.8,,36.1,,,,,,0,0,17,41.2,,115.6,5.9,1,0,0,0,1,2,11.8,108,6.8,33.3,3,3,12.7,4.99,0,0,0.0,33.3,1,6,0.0,9,34.6,0,-0.18,0,,,,,65.1,45.5,69.8,,46.3,,,54.8,,,0,0,9,22.2,0.0,42.4,0.0,0,6,0,0,0,0,0.0,6,2.0
Luke Rubenzer,28165,QB,CAL,6,3.15,2.78,3.85,5.27,26,130,90.0,10,10,5.5,1.76,0,0,0.0,90.0,9,2,0.0,10,38.5,0,0.56,0,,,,,65.8,57.9,70.7,,57.7,,,,,,0,0,12,70.0,0.0,158.3,0.0,0,0,0,0,2,0,0.0,127,12.7,40.0,10,11,16.7,4.01,0,0,0.0,27.3,3,10,25.0,16,61.5,1,-1.18,0,,,,,66.8,27.9,72.0,,25.4,,,68.3,,,0,3,18,18.8,20.0,2.3,12.5,2,3,0,1,0,4,22.2,39,3.5
CJ Bennett,15815,QB,MURRAY ST,2,2.63,2.43,,4.23,26,236,73.3,15,15,5.2,1.59,0,0,0.0,60.0,9,1,18.2,15,57.7,2,-0.01,0,,,,,66.4,67.8,71.4,,67.4,,,,,,0,0,15,33.3,0.0,102.4,0.0,0,0,0,0,1,0,0.0,101,6.7,42.9,7,8,11.7,4.06,0,0,0.0,25.0,2,4,33.3,11,42.3,1,-1.06,0,,,,,65.6,41.9,70.4,,48.5,,,50.2,,,1,1,11,27.3,0.0,0.0,0.0,0,3,0,0,0,1,9.1,21,2.6
Nick Stevens,46468,QB,COLO STATE,5,2.07,2.05,2.6,,26,144,76.5,17,17,3.5,1.64,0,0,0.0,64.7,11,4,15.4,17,65.4,2,0.13,0,,,,,66.7,47.7,71.8,,47.7,,,,,,0,0,17,52.9,0.0,101.8,0.0,0,0,0,0,1,1,5.9,107,6.3,57.1,7,8,11.9,2.89,0,0,0.0,50.0,4,4,0.0,9,34.6,0,-0.37,0,,,,,23.7,34.0,70.4,,34.3,,,,,,1,0,11,33.3,25.0,58.9,11.1,1,0,0,0,0,0,0.0,29,3.6
Nathan Peterman,11926,QB,TENNESSEE,6,2.65,2.27,3.5,5.07,25,307,90.0,10,12,1.6,1.81,2,0,0.0,75.0,9,5,0.0,12,48.0,0,-0.64,0,,,,,65.8,63.5,70.7,,63.3,,,,,,0,0,12,16.7,0.0,77.1,0.0,0,0,0,0,0,0,0.0,35,2.9,16.7,6,9,6.3,3.43,0,0,0.0,11.1,1,8,0.0,13,52.0,0,-0.71,1,,,,,20.0,26.1,71.0,,31.2,,,33.7,,,2,0,13,30.8,12.5,39.6,7.7,1,3,0,1,0,1,7.7,14,1.6
John Gibbs Jr.,19956,QB,ALCORN ST,1,1.96,1.96,,,25,107,66.7,21,22,4.6,1.79,0,0,0.0,50.0,11,2,21.4,22,88.0,3,-0.88,0,,,,,67.5,41.2,72.8,,41.4,,,,,,0,2,23,27.3,0.0,18.4,0.0,0,0,0,1,0,2,8.7,53,2.4,100.0,3,3,13.3,3.2,0,0,0.0,100.0,3,2,0.0,3,12.0,0,2.52,0,,,,,62.7,90.7,66.6,,90.4,,,,,,0,0,3,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,41,13.7
Steve Cluley,46424,QB,WM & MARY,1,2.58,2.42,3.43,,25,348,53.8,13,13,9.8,1.82,0,0,0.0,46.2,6,3,14.3,13,52.0,1,-0.24,0,,,,,66.0,39.2,71.0,,39.4,,,,,,0,0,13,38.5,0.0,60.4,0.0,0,0,0,0,0,1,7.7,62,4.8,50.0,6,8,17.3,3.42,0,1,12.5,25.0,2,11,33.3,12,48.0,1,-1.36,1,,,,,65.8,55.8,71.0,,55.6,,,,,,0,0,13,8.3,36.4,51.0,33.3,4,0,0,2,0,0,0.0,46,5.8
Matt McIntosh,16584,QB,N ILLINOIS,2,1.96,1.81,,3.6,25,254,83.3,18,18,1.0,1.47,0,0,0.0,66.7,12,0,20.0,18,72.0,3,-0.02,0,,,,,66.8,60.3,72.0,,60.0,,,,,,0,0,18,50.0,,75.0,0.0,0,0,0,0,0,0,0.0,75,4.2,75.0,4,5,21.8,3.2,0,0,0.0,40.0,2,2,33.3,7,28.0,1,-0.08,0,,,,,64.6,47.2,69.1,,54.9,,,51.8,,,0,0,7,42.9,0.0,114.2,0.0,0,2,0,1,1,0,0.0,47,9.4
Damian Williams,46496,QB,MISS STATE,5,2.41,2.28,3.95,,25,227,92.9,14,15,2.4,1.74,1,0,0.0,80.0,12,2,7.7,15,60.0,1,-0.12,0,,,,,66.4,71.5,71.4,,71.0,,,,,,0,0,15,46.7,0.0,117.2,0.0,0,0,0,0,1,0,0.0,102,6.8,42.9,7,8,18.6,3.42,0,2,25.0,25.0,2,5,33.3,10,40.0,1,-0.61,0,,,,,17.6,38.7,70.1,,39.0,,,,,,0,0,10,20.0,40.0,94.3,20.0,2,0,0,1,2,2,20.0,53,6.6
Jeremy Higgins,37751,QB,HAWAII,2,2.26,2.16,3.4,,25,180,37.5,16,16,11.4,1.89,0,1,6.3,37.5,6,2,0.0,16,64.0,0,-0.34,0,,,,,66.5,45.0,71.6,,45.2,,,,,,0,0,16,31.3,0.0,56.3,0.0,0,0,0,0,0,0,0.0,88,5.5,42.9,7,7,14.0,2.91,0,0,0.0,14.3,1,2,66.7,9,36.0,2,-1.18,0,,,,,20.3,29.6,71.0,,29.8,,,,,,0,0,13,11.1,100.0,39.6,22.2,2,0,0,0,0,2,15.4,15,2.1
Brooks Haack,46462,QB,LA LAFAYET,5,2.65,2.53,2.9,5.0,25,207,84.6,13,13,2.9,1.74,0,0,0.0,84.6,11,2,0.0,13,52.0,0,0.44,0,,,,,66.0,68.9,71.0,,68.5,,,,,,0,0,13,61.5,0.0,111.9,0.0,0,0,0,0,1,0,0.0,61,4.7,90.0,10,10,10.9,3.63,0,2,20.0,90.0,9,7,0.0,12,48.0,0,0.85,0,,,,,65.8,91.0,70.7,,91.8,,,57.3,,,0,0,12,91.7,14.3,149.2,8.3,1,1,0,0,1,1,8.3,118,11.8
Tyler Stehling,46429,QB,RICE,4,2.72,2.37,3.45,4.47,24,275,85.7,7,8,2.1,1.78,1,0,0.0,62.5,5,0,16.7,8,33.3,1,0.89,0,,,,,64.9,50.6,69.5,,50.6,,,,,,0,0,8,62.5,,74.5,0.0,0,0,0,0,0,0,0.0,39,4.9,63.6,11,11,14.5,3.19,0,2,16.7,63.6,7,3,0.0,16,66.7,0,-0.1,0,,,,,22.4,56.9,71.8,,63.4,,,49.7,,,0,0,17,43.8,66.7,130.9,12.5,2,3,0,0,1,1,5.9,120,10.9
Taylor Graham,14412,QB,HAWAII,2,2.5,2.44,2.8,3.5,24,180,64.3,14,14,8.1,1.91,0,1,7.1,57.1,8,1,11.1,14,58.3,1,-0.19,0,,,,,66.2,70.3,71.2,,69.8,,,,,,0,0,14,50.0,0.0,98.5,0.0,0,0,0,0,1,0,0.0,84,6.0,57.1,7,8,9.7,3.31,0,0,0.0,50.0,4,3,0.0,10,41.7,0,-1.4,0,,,,,65.1,41.1,70.1,,43.4,,,57.0,,,1,1,10,40.0,33.3,29.7,10.0,1,1,0,0,0,1,10.0,49,6.1
Michael Julian,30757,QB,TOLEDO,5,3.11,2.8,3.53,5.4,24,316,63.6,11,12,3.7,1.8,1,0,0.0,50.0,6,0,14.3,12,50.0,1,-0.25,0,,,,,65.8,58.9,70.7,,58.7,,,,,,0,0,12,33.3,,59.4,0.0,0,0,0,0,0,0,0.0,45,3.8,80.0,5,7,12.6,4.42,0,0,0.0,28.6,2,5,50.0,12,50.0,2,-0.74,0,,,,,65.8,56.6,71.0,,54.6,,,61.5,,,0,0,13,25.0,60.0,53.9,25.0,3,2,0,2,0,1,7.7,45,6.4
Joe Mollberg,21700,QB,N DAKOTA,1,2.62,2.38,2.5,5.1,23,249,90.0,10,10,3.2,1.95,0,0,0.0,80.0,8,3,11.1,10,43.5,1,-0.08,0,,,,,65.6,55.1,70.4,,55.0,,,,,,0,1,11,30.0,0.0,49.2,0.0,0,0,0,0,0,1,9.1,53,5.3,75.0,8,10,9.3,3.14,1,0,0.0,60.0,6,4,0.0,13,56.5,0,-0.05,0,,,,,66.2,56.8,71.2,,61.0,,,54.4,,,0,0,14,46.2,25.0,82.5,7.7,1,2,0,1,0,0,0.0,73,7.3
