season,cfbd_id,player,position,team,conference,average_ppa_all,average_ppa_pass,average_ppa_rush,average_ppa_first_down,average_ppa_second_down,average_ppa_third_down,average_ppa_standard_downs,average_ppa_passing_downs,total_ppa_all,total_ppa_pass,total_ppa_rush,total_ppa_first_down,total_ppa_second_down,total_ppa_third_down,total_ppa_standard_downs,total_ppa_passing_downs,normalized_name,canonical_school
2014,551222,Tago Smith,QB,Navy,Ind,0.299,0.724,0.105,0.17,0.396,0.958,0.266,0.406,15.252,11.583,3.669,3.06,8.319,8.618,10.375,4.877,tago smith,Navy
2015,551222,Tago Smith,QB,Navy,AAC,0.098,-0.239,0.135,-0.578,0.077,1.101,-0.074,0.356,2.931,-0.718,3.649,-5.781,1.007,7.704,-1.338,4.269,tago smith,Navy
2016,551222,Tago Smith,QB,Navy,AAC,0.953,0.021,1.302,0.466,0.09,4.739,0.444,2.31,10.482,0.063,10.42,2.794,0.271,4.739,3.552,6.93,tago smith,Navy
2021,4684003,Tahj Bullock,QB,Virginia Tech,ACC,0.161,0.217,0.105,-0.299,-0.408,0.532,0.514,-0.662,1.61,1.085,0.525,-0.597,-1.225,2.129,3.597,-1.986,tahj bullock,Virginia Tech
2023,4684003,Tahj Bullock,QB,Akron,MAC,0.256,0.149,0.382,0.404,-0.127,0.575,0.462,-0.039,27.387,8.648,18.739,12.931,-5.098,17.831,29.115,-1.728,tahj bullock,Akron
2024,4684003,Tahj Bullock,QB,Akron,MAC,0.238,0.093,0.374,0.22,-0.084,0.922,0.393,-0.147,20.712,3.902,16.81,7.035,-2.181,21.215,24.394,-3.682,tahj bullock,Akron
2025,4684003,Tahj Bullock,QB,Colorado State,MWC,-0.159,-0.559,-0.087,-0.017,0.287,0.13,-0.062,-0.907,-4.145,-2.237,-1.908,-0.205,1.437,0.52,-1.423,-2.721,tahj bullock,Colorado State
2017,4051417,Tahj Tolbert,QB,Florida A&M,,-0.746,-0.746,,-1.015,,-0.477,-1.015,-0.477,-1.492,-1.492,0.0,-1.015,0.0,-0.477,-1.015,-0.477,tahj tolbert,Florida A&M
2021,4686164,Tai Lavatai,QB,Navy,AAC,0.067,-0.015,0.108,-0.163,-0.114,0.44,-0.004,0.234,15.279,-1.145,16.424,-14.161,-7.071,29.035,-0.652,15.931,tai lavatai,Navy
2022,4686164,Tai Lavatai,QB,Navy,AAC,0.179,0.242,0.124,-0.033,0.318,0.639,-0.058,0.472,36.779,23.22,13.559,-2.122,20.025,37.728,-6.6,43.38,tai lavatai,Navy
2023,4686164,Tai Lavatai,QB,Navy,AAC,0.168,0.208,0.106,0.251,-0.042,0.221,0.197,0.118,28.926,21.83,7.096,16.57,-2.188,9.509,21.485,7.44,tai lavatai,Navy
2019,4426430,Taisun Phommachanh,QB,Clemson,ACC,0.073,-0.263,0.409,-0.041,-0.112,0.184,0.245,-0.168,1.755,-3.15,4.905,-0.287,-1.012,1.288,3.431,-1.676,taisun phommachanh,Clemson
2020,4426430,Taisun Phommachanh,QB,Clemson,ACC,-0.305,-0.524,0.484,-0.201,-0.556,-0.125,-0.33,-0.266,-7.008,-9.427,2.418,-1.813,-4.444,-0.75,-4.613,-2.395,taisun phommachanh,Clemson
2021,4426430,Taisun Phommachanh,QB,Clemson,ACC,0.287,0.232,0.383,0.285,0.386,0.156,0.152,0.558,8.622,4.405,4.217,3.131,4.245,1.247,3.046,5.576,taisun phommachanh,Clemson
2022,4426430,Taisun Phommachanh,QB,Georgia Tech,ACC,0.185,-0.283,0.352,-0.301,0.354,1.028,0.195,0.157,3.51,-1.415,4.925,-2.411,2.835,3.085,2.727,0.783,taisun phommachanh,Georgia Tech
2023,4426430,Taisun Phommachanh,QB,Massachusetts,Ind,0.179,0.149,0.411,0.025,0.196,0.359,-0.012,0.446,47.173,34.85,12.323,2.509,18.982,22.956,-1.902,49.075,taisun phommachanh,Massachusetts
2024,4426430,Taisun Phommachanh,QB,Massachusetts,Ind,0.259,0.22,0.379,0.035,0.241,0.606,0.165,0.377,82.715,52.769,29.946,4.126,25.098,53.351,29.201,53.514,taisun phommachanh,Massachusetts
2025,5296610,Tama Amisone,QB,San José State,MWC,0.057,-0.055,0.274,-0.058,-0.094,0.413,0.07,0.03,4.622,-2.681,8.228,-1.725,-2.54,9.081,3.803,0.819,tama amisone,San Jose State
2015,514078,Tamyn Garrick,QB,Presbyterian,,-0.15,-0.076,-0.769,0.113,-0.637,0.181,0.122,-0.266,-7.057,-3.213,-3.844,0.789,-12.106,3.615,1.711,-8.767,tamyn garrick,Presbyterian
2023,4685259,Tanner Bailey,QB,South Carolina,SEC,0.009,,0.009,,0.009,,,0.009,0.009,0.0,0.009,0.0,0.009,0.0,0.0,0.009,tanner bailey,South Carolina
2017,3117087,Tanner Brumby,QB,Mercer,,-0.633,-0.312,-0.873,-0.332,-1.053,0.055,-0.746,-0.587,-4.428,-0.935,-3.492,-0.332,-3.159,0.109,-1.492,-2.936,tanner brumby,Mercer
2015,3139063,Tanner Gueller,QB,Idaho State,,-0.297,-0.225,-2.533,-0.02,-0.196,-0.473,-0.128,-0.446,-9.501,-6.969,-2.533,-0.216,-2.356,-3.313,-1.919,-7.582,tanner gueller,Idaho State
2016,3139063,Tanner Gueller,QB,Idaho State,,-0.296,-0.298,-0.197,-0.625,-0.246,0.25,-0.519,-0.008,-25.746,-25.352,-0.393,-20.006,-7.624,5.507,-25.443,-0.303,tanner gueller,Idaho State
2017,3139063,Tanner Gueller,QB,Idaho State,,0.037,0.043,-0.011,-0.469,0.072,0.725,-0.41,0.64,2.924,3.032,-0.108,-15.488,1.732,16.68,-18.845,21.769,tanner gueller,Idaho State
2018,3139063,Tanner Gueller,QB,Idaho State,,0.199,0.303,-0.187,0.098,-0.009,0.576,0.117,0.291,18.663,22.401,-3.738,3.32,-0.265,16.698,5.84,12.823,tanner gueller,Idaho State
2023,5150691,Tanner Hughes,QB,Iowa State,B12,-0.302,,-0.302,-0.237,-0.367,,-0.302,,-0.603,0.0,-0.603,-0.237,-0.367,0.0,-0.603,0.0,tanner hughes,Iowa State
2023,4876994,Tanner Jellison,QB,San Diego,,0.831,0.9,0.03,0.255,0.966,1.214,0.502,1.323,20.765,20.705,0.06,2.546,9.663,4.856,7.537,13.228,tanner jellison,San Diego
2017,3921588,Tanner Kingsley,QB,Central Connecticut,,-0.324,-0.324,,-0.841,0.253,-0.213,-0.635,0.142,-3.243,-3.243,0.0,-3.366,0.76,-0.638,-3.812,0.569,tanner kingsley,Central Connecticut
2018,3921588,Tanner Kingsley,QB,Central Connecticut,,-0.01,-0.811,1.058,-0.698,-0.668,1.336,-0.111,0.242,-0.069,-3.245,3.175,-2.093,-1.336,1.336,-0.554,0.485,tanner kingsley,Central Connecticut
2014,545757,Tanner Lee,QB,Tulane,AAC,0.059,0.068,-0.181,-0.179,0.033,0.474,-0.013,0.127,21.568,24.095,-2.527,-20.605,4.306,51.613,-2.274,23.842,tanner lee,Tulane
2015,545757,Tanner Lee,QB,Tulane,AAC,0.095,0.127,-1.474,-0.427,0.279,0.408,-0.182,0.346,28.332,37.176,-8.844,-39.668,28.473,41.203,-25.915,54.246,tanner lee,Tulane
2017,545757,Tanner Lee,QB,Nebraska,B1G,0.227,0.23,0.132,0.113,0.227,0.335,0.267,0.18,103.771,101.388,2.383,16.725,34.455,47.939,65.884,37.887,tanner lee,Nebraska
2023,5083285,Tanner Maddocks,QB,Villanova,,0.126,0.705,-0.569,-0.938,-0.364,1.057,-0.938,0.524,1.383,4.228,-2.846,-2.813,-1.092,5.287,-2.813,4.195,tanner maddocks,Villanova
2024,5083285,Tanner Maddocks,QB,Villanova,,0.36,0.049,2.071,-0.005,1.162,0.415,0.191,0.558,4.684,0.541,4.142,-0.025,4.647,1.245,1.338,3.346,tanner maddocks,Villanova
2025,5083285,Tanner Maddocks,QB,Villanova,,0.729,0.784,0.648,0.428,-0.301,1.369,0.695,0.781,14.588,9.406,5.181,2.139,-1.805,10.954,8.337,6.251,tanner maddocks,Villanova
2015,545796,Tanner Mangum,QB,BYU,Ind,0.223,0.24,0.01,0.008,0.133,0.609,0.126,0.375,113.243,112.899,0.344,1.637,22.805,70.08,38.98,74.263,tanner mangum,BYU
2016,545796,Tanner Mangum,QB,BYU,Ind,0.374,0.275,1.102,-0.051,0.272,0.771,0.323,0.435,15.701,10.19,5.511,-0.659,3.258,13.101,7.438,8.263,tanner mangum,BYU
2017,545796,Tanner Mangum,QB,BYU,Ind,0.115,0.135,-0.112,-0.008,0.03,0.411,0.022,0.267,33.554,36.134,-2.58,-0.862,2.695,32.475,3.904,29.65,tanner mangum,BYU
2018,545796,Tanner Mangum,QB,BYU,Ind,0.049,0.089,-0.789,-0.073,0.106,0.347,-0.139,0.292,9.511,16.616,-7.105,-5.821,6.162,18.385,-15.324,24.834,tanner mangum,BYU
2020,4427954,Tanner McGee,QB,South Alabama,SBC,0.846,1.81,-1.081,-0.421,1.389,0.666,0.557,1.252,10.155,14.48,-4.325,-0.842,8.332,2.665,3.896,6.259,tanner mcgee,South Alabama
2022,4427954,Tanner McGee,QB,South Alabama,SBC,-3.437,-3.437,,,,,-3.437,,-3.437,-3.437,0.0,0.0,0.0,0.0,-3.437,0.0,tanner mcgee,South Alabama
2023,4427954,Tanner McGee,QB,South Alabama,SBC,0.371,,0.371,0.371,,,0.371,,0.742,0.0,0.742,0.742,0.0,0.0,0.742,0.0,tanner mcgee,South Alabama
2020,4685201,Tanner McKee,QB,Stanford,PAC,0.257,0.257,,0.579,0.166,-0.342,0.579,-0.173,1.797,1.797,0.0,2.315,0.166,-0.684,2.315,-0.518,tanner mckee,Stanford
2021,4685201,Tanner McKee,QB,Stanford,PAC,0.26,0.292,-0.02,0.071,0.369,0.497,0.154,0.411,97.122,97.868,-0.746,10.531,44.657,47.176,33.805,63.317,tanner mckee,Stanford
2022,4685201,Tanner McKee,QB,Stanford,PAC,0.169,0.203,-0.222,-0.053,0.208,0.511,0.07,0.333,83.78,92.647,-8.867,-10.624,36.113,55.221,21.753,62.027,tanner mckee,Stanford
2018,4360271,Tanner Mordecai,QB,Oklahoma,B12,0.384,0.384,,-1.157,1.664,-0.637,-0.416,1.183,1.535,1.535,0.0,-1.157,3.329,-0.637,-0.831,2.366,tanner mordecai,Oklahoma
2019,4360271,Tanner Mordecai,QB,Oklahoma,B12,0.356,0.449,-0.248,0.261,0.124,0.607,0.19,0.812,10.678,11.668,-0.99,3.135,0.87,6.673,4.18,6.497,tanner mordecai,Oklahoma
2020,4360271,Tanner Mordecai,QB,Oklahoma,B12,0.359,0.573,-0.639,0.417,0.867,-0.354,0.224,0.631,18.329,24.079,-5.75,9.173,14.731,-3.894,7.605,10.725,tanner mordecai,Oklahoma
2021,4360271,Tanner Mordecai,QB,SMU,AAC,0.536,0.53,0.584,0.217,0.523,0.775,0.361,0.809,273.181,241.622,31.559,40.648,93.15,98.398,112.269,160.911,tanner mordecai,SMU
2022,4360271,Tanner Mordecai,QB,SMU,AAC,0.364,0.379,0.216,0.14,0.347,0.951,0.187,0.646,177.798,168.076,9.722,28.482,50.666,114.097,56.328,121.47,tanner mordecai,SMU
2023,4360271,Tanner Mordecai,QB,Wisconsin,B1G,0.207,0.21,0.195,0.161,0.127,0.463,0.179,0.258,81.544,67.101,14.444,24.65,16.941,46.808,45.641,35.904,tanner mordecai,Wisconsin
2018,4240756,Tanner Morgan,QB,Minnesota,B1G,0.26,0.309,0.01,0.173,0.009,0.807,0.096,0.51,50.412,50.104,0.308,15.92,0.442,41.179,11.18,39.232,tanner morgan,Minnesota
2019,4240756,Tanner Morgan,QB,Minnesota,B1G,0.547,0.592,0.103,0.311,0.599,0.822,0.401,0.724,206.624,203.033,3.591,46.698,77.28,75.604,83.483,123.142,tanner morgan,Minnesota
2020,4240756,Tanner Morgan,QB,Minnesota,B1G,0.311,0.315,0.253,-0.065,0.478,0.612,-0.074,0.727,63.381,60.091,3.29,-4.238,39.175,31.842,-7.864,71.245,tanner morgan,Minnesota
2021,4240756,Tanner Morgan,QB,Minnesota,B1G,0.337,0.358,0.202,0.24,0.226,0.509,0.215,0.443,101.63,93.342,8.288,20.651,27.764,44.27,30.367,71.262,tanner morgan,Minnesota
2022,4240756,Tanner Morgan,QB,Minnesota,B1G,0.483,0.477,0.522,0.229,0.497,0.864,0.299,0.753,91.786,77.691,14.094,18.556,28.319,44.911,33.781,58.005,tanner morgan,Minnesota
2024,4832583,Tanner Murray,QB,SE Louisiana,,-0.217,0.419,-0.444,-0.393,-1.048,0.377,-0.196,-0.262,-4.125,2.097,-6.221,-3.539,-4.192,1.886,-2.553,-1.571,tanner murray,SE Louisiana
2025,4832583,Tanner Murray,QB,SE Louisiana,,0.578,0.406,0.751,0.154,1.451,0.421,0.387,1.151,4.627,1.622,3.005,0.463,2.901,1.262,2.325,2.302,tanner murray,SE Louisiana
2017,4037652,Tanner Schafer,QB,Oklahoma,B12,0.145,0.145,,,-0.294,1.902,0.367,-0.744,0.725,0.725,0.0,0.0,-1.178,1.902,1.469,-0.744,tanner schafer,Oklahoma
2025,5226322,Tanner Zolnosky,QB,Western Illinois,,-0.309,,-0.309,-0.114,,-0.504,-0.309,,-0.618,0.0,-0.618,-0.114,0.0,-0.504,-0.618,0.0,tanner zolnosky,Western Illinois
2025,4881032,Taron Dickens,QB,Western Carolina,,0.445,0.488,0.271,0.388,0.464,0.67,0.362,0.58,160.19,144.936,16.798,60.459,52.892,52.274,80.745,79.444,taron dickens,Western Carolina
2019,4367450,Tarrin Earle,QB,Bucknell,,-0.164,-0.169,-0.101,-0.313,0.123,0.305,-0.542,0.735,-4.417,-4.216,-0.201,-3.443,0.984,2.135,-10.297,5.88,tarrin earle,Bucknell
2016,3909004,Taryn Christion,QB,South Dakota State,,0.347,0.501,-0.09,0.461,0.02,0.464,0.388,0.262,15.953,17.03,-1.077,9.218,0.239,6.497,12.016,3.937,taryn christion,South Dakota State
2018,4241992,Tate Martell,QB,Ohio State,B1G,0.479,0.564,0.351,0.293,0.518,0.648,0.083,1.607,23.953,16.93,7.023,6.745,8.281,6.479,3.063,20.89,tate martell,Ohio State
2019,4241992,Tate Martell,QB,Miami,ACC,-0.172,-0.105,-0.225,-0.41,-0.248,0.198,-0.2,-0.074,-1.544,-0.422,-1.123,-1.641,-0.497,0.594,-1.397,-0.147,tate martell,Miami
2021,4241992,Tate Martell,QB,UNLV,MWC,-0.142,0.066,-0.559,-1.04,0.192,-0.318,-0.609,0.442,-1.281,0.395,-1.676,-1.04,0.962,-0.636,-3.047,1.766,tate martell,UNLV
2020,4433886,Tate Rodemaker,QB,Florida State,ACC,-0.514,-0.617,0.285,-0.387,-0.361,-0.339,-0.84,-0.125,-17.974,-19.116,1.141,-4.641,-3.971,-3.393,-15.969,-2.005,tate rodemaker,Florida State
2021,4433886,Tate Rodemaker,QB,Florida State,ACC,-0.031,-0.031,,,-0.099,0.037,,-0.031,-0.062,-0.062,0.0,0.0,-0.099,0.037,0.0,-0.062,tate rodemaker,Florida State
2022,4433886,Tate Rodemaker,QB,Florida State,ACC,0.176,0.048,1.129,-0.097,0.593,0.085,0.427,-0.074,7.412,1.766,5.646,-1.067,5.933,1.441,8.964,-1.551,tate rodemaker,Florida State
2023,4433886,Tate Rodemaker,QB,Florida State,ACC,0.424,0.458,-0.227,0.442,0.329,0.583,0.291,0.65,26.315,26.997,-0.682,11.49,5.918,9.335,11.361,14.954,tate rodemaker,Florida State
2024,4433886,Tate Rodemaker,QB,Southern Miss,SBC,-0.024,0.011,-0.452,-0.386,0.296,0.092,-0.283,0.222,-4.415,1.906,-6.321,-25.447,19.529,4.517,-25.738,21.323,tate rodemaker,Southern Miss
2018,4362942,Tate Whatley,QB,Southern Miss,CUSA,0.171,0.137,0.221,-0.233,0.164,0.585,-0.042,0.439,23.973,11.404,12.569,-12.119,8.516,19.901,-3.238,27.211,tate whatley,Southern Miss
2019,4362942,Tate Whatley,QB,Southern Miss,CUSA,-0.097,-0.068,-0.174,-0.198,-0.341,0.144,-0.099,-0.093,-3.886,-1.969,-1.917,-3.767,-3.406,1.154,-2.487,-1.399,tate whatley,Southern Miss
2020,4362942,Tate Whatley,QB,Southern Miss,CUSA,0.199,0.146,0.444,0.206,0.021,0.477,0.178,0.233,16.557,9.897,6.66,6.375,0.545,11.935,8.878,7.679,tate whatley,Southern Miss
2019,4567097,Taulia Tagovailoa,QB,Alabama,SEC,0.559,0.642,-0.428,,0.229,1.228,0.46,0.603,7.27,7.698,-0.428,0.0,1.147,7.367,1.839,5.431,taulia tagovailoa,Alabama
2020,4567097,Taulia Tagovailoa,QB,Maryland,B1G,0.301,0.258,0.647,0.283,0.032,0.538,0.314,0.277,44.174,33.82,10.354,18.101,1.262,22.583,29.787,14.387,taulia tagovailoa,Maryland
2021,4567097,Taulia Tagovailoa,QB,Maryland,B1G,0.348,0.351,0.314,0.221,0.426,0.447,0.282,0.45,186.27,170.553,15.717,49.727,75.851,53.63,92.223,94.046,taulia tagovailoa,Maryland
2022,4567097,Taulia Tagovailoa,QB,Maryland,B1G,0.316,0.336,0.252,0.221,0.145,0.563,0.29,0.354,149.113,138.509,14.896,41.467,21.444,68.721,81.767,67.347,taulia tagovailoa,Maryland
2023,4567097,Taulia Tagovailoa,QB,Maryland,B1G,0.338,0.36,0.132,0.197,0.336,0.582,0.268,0.447,164.051,157.85,6.201,41.993,54.044,59.988,79.097,84.954,taulia tagovailoa,Maryland
2025,5146824,Tavien St. Clair,QB,Ohio State,B1G,-0.587,-0.587,,,-0.712,-0.461,-0.587,,-1.174,-1.174,0.0,0.0,-0.712,-0.461,-1.174,0.0,tavien st clair,Ohio State
2017,4262852,Tavis Williams,QB,Jackson State,,-0.261,-0.443,-0.08,,-0.443,-0.08,-0.443,-0.08,-0.523,-0.443,-0.08,0.0,-0.443,-0.08,-0.443,-0.08,tavis williams,Jackson State
2015,3910149,Tay Bender,QB,Southeast Missouri State,,-0.193,-0.325,0.071,-0.662,-0.416,0.385,-0.513,0.035,-6.954,-7.804,0.85,-8.61,-3.741,5.397,-7.697,0.743,tay bender,Southeast Missouri State
2021,4431325,Taylen Green,QB,Boise State,MWC,-0.339,-0.614,-0.27,-0.295,-0.196,-0.614,-0.295,-0.405,-1.693,-0.614,-1.079,-0.884,-0.196,-0.614,-0.884,-0.809,taylen green,Boise State
2022,4431325,Taylen Green,QB,Boise State,MWC,0.478,0.441,0.649,0.176,0.6,0.741,0.284,0.76,163.06,116.338,49.3,22.37,69.561,68.176,57.42,105.641,taylen green,Boise State
2023,4431325,Taylen Green,QB,Boise State,MWC,0.346,0.346,0.346,0.199,0.312,0.579,0.291,0.441,93.806,69.908,23.898,21.084,28.717,41.691,49.689,44.116,taylen green,Boise State
2024,4431325,Taylen Green,QB,Arkansas,SEC,0.337,0.334,0.348,0.152,0.38,0.617,0.175,0.579,178.156,134.624,43.533,34.706,64.205,71.603,55.323,122.833,taylen green,Arkansas
2025,4431325,Taylen Green,QB,Arkansas,SEC,0.405,0.332,0.679,0.193,0.503,0.656,0.288,0.587,170.536,105.536,69.26,34.129,71.945,59.077,73.605,96.931,taylen green,Arkansas
2015,551351,Taylor Alie,QB,Oregon,PAC,0.536,0.008,1.415,0.399,0.5,0.829,0.505,0.597,12.855,0.122,12.733,4.385,3.497,4.974,8.077,4.778,taylor alie,Oregon
2017,551351,Taylor Alie,QB,Oregon,PAC,0.135,-0.051,0.786,0.066,-0.017,0.37,0.285,-0.166,4.851,-1.44,6.29,0.66,-0.244,4.435,6.845,-1.994,taylor alie,Oregon
2014,505012,Taylor Burch,QB,Louisiana Tech,CUSA,0.081,-0.359,1.402,1.408,0.116,-0.273,-0.014,0.368,0.649,-2.154,2.803,2.816,0.348,-0.547,-0.086,0.735,taylor burch,Louisiana Tech
2015,3122424,Taylor Cornelius,QB,Oklahoma State,B12,-0.276,-0.836,1.683,-1.252,-0.217,0.986,-0.836,1.683,-2.484,-5.85,3.366,-5.008,-0.434,2.958,-5.85,3.366,taylor cornelius,Oklahoma State
2016,3122424,Taylor Cornelius,QB,Oklahoma State,B12,0.502,0.566,0.375,0.316,0.372,0.828,0.316,0.626,7.528,5.655,1.873,1.899,1.49,4.14,1.899,5.63,taylor cornelius,Oklahoma State
2017,3122424,Taylor Cornelius,QB,Oklahoma State,B12,0.786,0.756,0.835,0.241,0.778,1.067,0.874,0.638,12.569,7.561,5.008,0.723,5.443,6.403,8.744,3.825,taylor cornelius,Oklahoma State
2018,3122424,Taylor Cornelius,QB,Oklahoma State,B12,0.365,0.34,0.509,0.117,0.281,0.761,0.23,0.602,221.416,175.124,46.292,30.086,52.826,112.66,88.92,132.496,taylor cornelius,Oklahoma State
2014,532975,Taylor Graham,QB,Hawai'i,MWC,0.25,0.287,-0.57,-0.044,0.514,0.245,-0.074,0.546,5.747,6.316,-0.57,-0.353,4.628,1.472,-0.809,6.555,taylor graham,Hawaii
2014,513949,Taylor Heinicke,QB,Old Dominion,CUSA,0.292,0.265,0.526,0.072,0.286,0.733,0.141,0.535,142.996,115.642,27.354,13.406,52.933,71.816,42.443,100.553,taylor heinicke,Old Dominion
2014,504700,Taylor Kelly,QB,Arizona State,PAC,0.269,0.267,0.274,0.196,0.25,0.354,0.235,0.322,98.565,80.227,18.339,27.837,28.299,36.153,53.432,45.133,taylor kelly,Arizona State
2016,3125071,Taylor Laird,QB,Incarnate Word,,0.052,0.196,-0.96,-0.307,0.07,0.312,-0.311,0.216,0.824,2.744,-1.92,-1.228,0.491,1.562,-1.555,2.379,taylor laird,Incarnate Word
2017,3125071,Taylor Laird,QB,Incarnate Word,,0.052,0.057,-0.049,-0.18,0.07,0.239,-0.18,0.16,1.14,1.189,-0.049,-1.258,0.489,1.909,-1.258,2.398,taylor laird,Incarnate Word
2014,548447,Taylor Lamb,QB,App State,SBC,0.42,0.397,0.525,0.366,0.165,0.937,0.327,0.533,155.583,119.373,36.21,47.603,20.145,100.29,66.002,89.581,taylor lamb,App State
2015,548447,Taylor Lamb,QB,App State,SBC,0.453,0.481,0.351,0.259,0.32,0.77,0.357,0.599,163.915,136.544,27.37,31.542,34.92,93.196,78.279,85.635,taylor lamb,App State
2016,548447,Taylor Lamb,QB,App State,SBC,0.288,0.223,0.564,0.285,0.234,0.442,0.26,0.329,108.83,68.2,40.63,39.875,27.412,48.612,58.47,50.36,taylor lamb,App State
2017,548447,Taylor Lamb,QB,App State,SBC,0.395,0.332,0.707,0.342,0.369,0.567,0.351,0.466,162.136,113.378,48.758,55.686,45.423,64.603,88.558,73.578,taylor lamb,App State
2018,4241193,Taylor Powell,QB,Missouri,SEC,0.404,0.436,-0.041,-0.318,0.552,0.602,-0.341,0.777,6.067,6.108,-0.041,-0.953,2.207,4.812,-1.704,7.771,taylor powell,Missouri
2019,4241193,Taylor Powell,QB,Missouri,SEC,-0.087,-0.117,0.875,-0.226,-0.178,0.25,-0.298,0.111,-5.946,-7.697,1.751,-4.749,-3.733,6.241,-9.818,3.872,taylor powell,Missouri
2021,4241193,Taylor Powell,QB,Troy,SBC,0.303,0.315,-0.023,0.096,0.137,0.587,0.193,0.464,58.184,58.342,-0.158,6.94,8.62,30.5,21.974,36.21,taylor powell,Troy
2022,4241193,Taylor Powell,QB,Eastern Michigan,MAC,0.33,0.372,-0.015,0.191,0.441,0.408,0.224,0.488,101.43,103.789,-0.41,22.753,48.55,29.761,40.907,60.523,taylor powell,Eastern Michigan
2014,548897,Taylor Reed,QB,Central Arkansas,,0.096,0.016,0.329,-0.226,0.048,0.153,-0.095,0.404,4.516,0.57,3.946,-2.94,0.907,1.837,-2.763,7.279,taylor reed,Central Arkansas
2015,548897,Taylor Reed,QB,Central Arkansas,,0.169,0.144,0.266,-0.543,0.252,0.596,-0.023,0.411,5.737,3.877,1.86,-5.97,2.521,7.152,-0.431,6.168,taylor reed,Central Arkansas
2014,482594,Taysom Hill,QB,BYU,Ind,0.382,0.204,0.736,0.144,0.393,0.841,0.277,0.586,82.429,29.439,52.99,13.36,28.671,39.506,39.651,42.777,taysom hill,BYU
2015,482594,Taysom Hill,QB,BYU,Ind,0.381,0.223,1.331,0.349,0.295,1.153,0.29,0.53,16.017,8.03,7.986,6.277,3.831,10.381,7.543,8.474,taysom hill,BYU
2016,482594,Taysom Hill,QB,BYU,Ind,0.209,0.108,0.549,0.032,0.082,0.543,0.131,0.338,97.193,38.985,58.208,5.349,13.026,70.628,37.985,59.208,taysom hill,BYU
2022,4801307,Tayven Jackson,QB,Tennessee,SEC,0.604,0.214,1.255,0.446,,0.868,0.315,1.47,4.832,1.068,3.764,2.228,0.0,2.604,1.892,2.94,tayven jackson,Tennessee
2023,4801307,Tayven Jackson,QB,Indiana,B1G,0.201,0.246,-0.097,0.126,0.152,0.639,0.136,0.308,29.154,30.998,-1.844,7.692,5.921,24.92,12.233,16.921,tayven jackson,Indiana
2024,4801307,Tayven Jackson,QB,Indiana,B1G,0.508,0.509,0.505,0.353,0.935,0.421,0.527,0.466,25.393,18.83,6.563,5.995,16.83,5.053,17.934,7.459,tayven jackson,Indiana
2025,4801307,Tayven Jackson,QB,UCF,B12,0.225,0.201,0.43,0.119,0.071,0.371,0.209,0.249,80.155,64.045,15.897,16.353,7.468,35.574,45.806,34.349,tayven jackson,UCF
2019,4240419,Tayvone Bowers,QB,Wake Forest,ACC,-0.563,-0.34,-0.786,,-0.786,-0.34,-1.209,-0.348,-2.252,-0.68,-1.572,0.0,-1.572,-0.68,-1.209,-1.043,tayvone bowers,Wake Forest
2022,4819240,Te'Sean Smoot,QB,Jacksonville State,ASUN,-0.339,-0.509,-0.169,-0.87,0.454,0.062,-0.497,0.454,-2.033,-1.527,-0.507,-2.611,0.454,0.124,-2.487,0.454,tesean smoot,Jacksonville State
2023,4819240,Te'Sean Smoot,QB,Jacksonville State,CUSA,-0.006,,-0.006,-0.043,0.069,,-0.043,0.069,-0.018,0.0,-0.018,-0.087,0.069,0.0,-0.087,0.069,tesean smoot,Jacksonville State
2025,4819240,Te'Sean Smoot,QB,Alabama State,,0.577,0.604,0.373,0.506,0.603,0.646,0.492,0.718,49.067,45.333,3.734,19.746,16.275,11.626,26.081,22.986,tesean smoot,Alabama State
2014,507125,TeDarrius Wiley,QB,South Carolina State,,-0.879,-0.92,-0.177,-1.034,-2.224,0.214,-1.034,-0.802,-15.824,-15.647,-0.177,-6.204,-11.121,1.501,-6.204,-9.621,tedarrius wiley,South Carolina State
2018,4249610,Ted Hefter,QB,William & Mary,,0.317,0.317,,,-0.816,1.073,-0.773,0.59,1.587,1.587,0.0,0.0,-1.633,3.219,-0.773,2.36,ted hefter,William & Mary
2019,4249610,Ted Hefter,QB,William & Mary,,-1.213,,-1.213,-1.213,,,-1.213,,-1.213,0.0,-1.213,-1.213,0.0,0.0,-1.213,0.0,ted hefter,William & Mary
2021,4432627,Tee Webb,QB,Southern Miss,CUSA,-0.512,-0.545,-0.344,-1.011,-0.394,-0.13,-1.011,-0.262,-3.07,-2.726,-0.344,-2.022,-0.787,-0.26,-2.022,-1.048,tee webb,Southern Miss
2014,503922,Terrance Broadway,QB,Louisiana,SBC,0.176,0.123,0.336,-0.003,0.217,0.42,0.115,0.265,85.826,44.894,40.932,-0.46,37.28,51.684,32.892,52.934,terrance broadway,Louisiana
2014,3126935,Terrance Ervin,QB,Norfolk State,,0.256,0.026,0.749,0.281,-0.358,0.61,0.106,0.359,5.631,0.391,5.24,1.684,-2.15,6.097,0.957,4.673,terrance ervin,Norfolk State
2019,4429665,Terrance Gipson,QB,SMU,AAC,0.96,2.204,0.426,-0.112,0.721,2.348,0.239,1.68,9.596,6.612,2.983,-0.335,2.886,7.045,1.197,8.398,terrance gipson,SMU
