player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_snap,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_snap,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Derek Robertson,142298,QB,MAINE,1,1.78,1.78,,,4,212,100.0,3,3,0.7,1.5,0,0,0.0,100.0,3,0,0.0,3,75.0,0,0.18,2,,,,,62.7,74.3,66.6,,73.9,,,,,,,0,0,3,66.7,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,100.0,1,1,5.0,2.6,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0.98,1,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Branden Mack,39902,WR,TEMPLE,3,3.15,2.37,,5.5,4,306,100.0,1,1,-1.0,1.7,0,0,0.0,0.0,0,0,100.0,1,25.0,1,-2.01,0,,,,,60.3,61.1,63.6,,61.0,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,18.0,3.63,0,0,0.0,50.0,1,0,0.0,3,75.0,0,0.69,1,,,,,63.3,56.3,68.9,,60.5,,,57.3,,,,0,0,4,33.3,,95.8,0.0,0,1,0,0,0,0,0.0,35,17.5
Tyler Page,61631,WR,SMU,3,4.17,4.17,,,3,287,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,33.3,3,3,19.7,4.17,0,0,0.0,33.3,1,1,0.0,3,100.0,0,0.84,1,,,,,62.7,58.9,70.1,,58.7,,,,,,,0,0,3,33.3,0.0,81.9,0.0,0,0,0,0,0,0,0.0,55,18.3
Alex Padilla,86285,QB,IOWA,1,3.37,2.15,,5.8,3,192,50.0,2,2,8.5,2.15,0,0,0.0,50.0,1,2,0.0,2,66.7,0,0.57,1,,,,,61.8,57.8,65.5,,57.7,,,,,,,0,0,2,50.0,0.0,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,,0,0,,5.8,0,0,0.0,,0,0,,1,33.3,0,0.08,0,,,,,61.8,66.7,65.5,,73.1,,,57.3,,,,0,0,2,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Isaiah Bravo,100828,QB,UTEP,1,2.83,1.9,,4.7,3,330,0.0,2,2,16.5,1.9,0,0,0.0,0.0,0,0,,2,66.7,0,-1.87,0,,,,,61.8,45.6,65.5,,45.9,,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.7,0,0,,,0,1,,1,33.3,0,-1.42,0,,,,,60.3,53.3,63.6,,,,,57.0,,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Donovan Tabon,108939,QB,STETSON,1,2.3,2.3,,,3,302,100.0,2,2,4.5,2.2,0,0,0.0,100.0,2,0,0.0,2,66.7,0,0.97,1,,,,,61.8,81.5,65.5,,80.7,,,,,,,0,0,2,50.0,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,100.0,1,1,1.0,2.5,0,0,0.0,0.0,0,1,100.0,1,33.3,1,-1.89,0,,,,,60.3,61.1,63.6,,61.0,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chance Warren,77869,HB,NAVY,3,4.3,4.5,3.9,,3,237,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,32.0,4.3,0,0,0.0,0.0,0,2,,3,100.0,0,-1.37,0,,,,,9.4,28.0,66.9,,27.5,,,,,,,0,0,3,0.0,50.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0
Jacob Sirmon,83590,QB,WASHINGTON,1,3.9,1.5,,5.1,3,340,100.0,1,1,6.0,1.5,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1.28,1,,,,,60.3,61.0,63.6,,60.9,,,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,5.1,0,0,,,0,0,,2,66.7,0,-1.45,0,,,,,61.8,41.9,65.5,,,,,50.1,,,,0,0,2,0.0,,0.0,0.0,0,2,0,0,0,0,0.0,0,
Malik Williams,61121,WR,APP STATE,3,3.23,3.23,,,3,108,0.0,1,1,25.0,1.1,0,0,0.0,0.0,0,0,,1,33.3,0,-0.76,0,,,,,60.3,58.6,63.4,,58.9,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,2,27.0,4.3,0,1,50.0,50.0,1,2,0.0,2,66.7,0,1.03,1,,,,,61.8,86.1,65.8,,85.3,,,,,,,0,0,2,50.0,0.0,129.2,0.0,0,0,0,1,1,0,0.0,22,11.0
Rodney Thompson,60491,QB,N ILLINOIS,1,3.37,3.3,3.5,,3,254,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,,60.3,48.4,63.6,,48.8,,,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,50.0,2,2,34.0,3.37,0,0,0.0,50.0,1,1,0.0,3,100.0,0,-1.21,1,,,,,10.7,38.9,67.4,,41.9,,,57.3,,,,0,0,4,33.3,100.0,95.8,33.3,1,0,0,0,0,1,25.0,34,17.0
Bryson Carroll,60479,HB,NEW MEXICO,2,3.0,3.15,2.7,,3,241,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,9.0,3.0,0,0,0.0,100.0,2,1,0.0,3,100.0,0,1.33,2,,,,,62.7,73.3,66.5,,74.0,,,,,,,0,0,3,66.7,100.0,158.3,33.3,1,0,0,0,2,0,0.0,44,22.0
Brendon Clark,102869,QB,NOTRE DAME,1,2.0,2.0,,,3,258,50.0,2,3,21.0,2.0,0,0,0.0,33.3,1,2,0.0,3,100.0,0,-0.69,0,,,,,62.7,57.1,66.6,,57.1,,,,,,,1,0,3,0.0,0.0,42.4,0.0,0,0,0,0,0,0,0.0,7,2.3,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,,60.3,61.1,63.6,,61.0,,,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,
Mike Dare,103951,QB,SM HOUSTON,2,2.7,2.7,,,3,281,100.0,1,1,-1.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0.89,0,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,0.0,2,2,7.5,3.35,0,0,0.0,0.0,0,2,,2,66.7,0,-0.55,0,,,,,61.8,39.7,65.5,,40.2,,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jerreth Sterns,102597,WR,HOU BAPT,2,4.23,2.2,,5.25,3,183,0.0,1,1,11.0,2.2,0,0,0.0,0.0,0,0,,1,33.3,0,-4.5,0,,,,,60.3,44.0,64.1,,46.8,,,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,5.25,0,0,,,0,2,,2,66.7,0,0.36,0,,,,,61.8,63.5,66.2,,,,,62.0,,,,0,0,2,100.0,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,
Jesse Fiske,88628,QB,CAMPBELL,1,2.67,2.0,4.0,,3,131,0.0,2,2,7.0,2.0,0,0,0.0,0.0,0,0,,2,66.7,0,-0.91,0,,,,,61.8,47.9,65.5,,48.2,,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.0,0,0,,,0,1,,1,33.3,0,-1.65,0,,,,,60.3,59.7,63.6,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Calvin Turner Jr.,109028,HB,HAWAII,3,4.6,3.55,,6.7,3,180,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,2,24.0,4.6,0,0,0.0,0.0,0,1,,3,100.0,0,-0.42,0,,,,,63.3,68.6,68.6,,62.2,,,64.3,,,,0,0,4,33.3,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Kirk Rygol,101061,QB,MONTANA,2,2.53,2.53,,,3,232,100.0,1,1,-6.0,2.1,0,0,0.0,0.0,0,0,100.0,1,33.3,1,-1.22,0,,,,,60.3,61.1,63.6,,61.0,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,-1.5,2.75,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0.46,1,,,,,61.8,54.5,65.5,,54.6,,,,,,,0,0,2,50.0,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5
Paxton Brooks,82049,P,TENNESSEE,3,3.4,3.4,,,3,307,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,3,3,3.7,3.4,0,0,0.0,66.7,2,1,33.3,3,100.0,1,1.14,1,,,,,62.7,73.8,75.6,,90.0,,,,,,,0,0,3,33.3,0.0,103.5,0.0,0,0,0,0,0,0,0.0,33,11.0
Jakob Parks,63561,QB,S DAKOTA,2,2.17,1.75,3.0,,3,291,50.0,2,2,0.5,1.75,0,0,0.0,50.0,1,0,0.0,2,66.7,0,-0.43,0,,,,,61.8,53.5,65.5,,53.6,,,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,,0,0,,3.0,0,0,,,0,1,,1,33.3,0,-1.7,0,,,,,60.3,59.7,63.6,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Nick Kargman,98022,QB,W MICHIGAN,1,3.37,3.37,,,3,347,100.0,1,1,4.0,2.1,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1.43,1,,,,,61.8,53.8,65.5,,53.9,,,,,,,0,0,2,100.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,2,6.0,4.0,0,0,0.0,0.0,0,2,100.0,2,66.7,1,-2.0,0,,,,,61.8,51.5,65.5,,51.7,,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jairus Grissom,77691,WR,E MICHIGAN,1,5.2,,6.4,4.6,3,160,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.2,0,0,,,0,2,,3,100.0,0,-0.32,0,,,,,62.7,45.7,66.6,,60.0,,,52.9,,,,0,0,3,33.3,50.0,0.0,33.3,1,2,0,0,0,0,0.0,0,
Nate Cox,60432,QB,NEVADA,1,3.43,3.05,,4.2,3,239,100.0,1,1,4.0,1.7,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1.62,1,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,0.0,1,1,17.0,4.3,0,0,0.0,0.0,0,1,,2,66.7,0,-1.08,0,,,,,61.8,29.4,65.5,,35.6,,,56.7,,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,0,0,1,50.0,0,0.0
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.63,2.35,3.2,,3,220,0.0,1,1,5.0,2.2,0,0,0.0,0.0,0,0,,1,33.3,0,-0.96,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,14.0,2.85,0,0,0.0,0.0,0,1,100.0,2,66.7,1,-1.12,0,,,,,61.8,71.1,65.5,,70.7,,,,,,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Will Spiers,45131,P,CLEMSON,1,2.17,2.17,,,3,140,100.0,2,2,-2.5,1.3,0,0,0.0,100.0,2,0,0.0,2,66.7,0,0.57,1,,,,,61.8,62.9,65.5,,62.7,,,,,,,0,0,2,50.0,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,0.0,1,1,14.0,3.9,0,0,0.0,0.0,0,0,,1,33.3,0,-0.88,0,,,,,60.3,32.8,63.6,,33.8,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Quincy Ivory,212509,QB,MS VLY ST,2,2.33,2.0,3.0,,3,228,100.0,1,1,-3.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0.55,0,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,100.0,1,1,8.0,2.8,0,0,0.0,100.0,1,1,0.0,2,66.7,0,0.48,1,,,,,61.8,57.9,65.5,,57.9,,,,,,,0,0,2,50.0,100.0,112.5,50.0,1,0,0,0,0,0,0.0,11,11.0
Anthony Richardson,124393,QB,FLORIDA,2,3.53,3.0,,4.6,3,163,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,21.5,3.53,0,0,0.0,50.0,1,1,0.0,3,100.0,0,0.04,2,,,,,62.7,71.3,66.6,,63.2,,,64.3,,,,0,1,3,66.7,0.0,95.8,0.0,0,1,0,0,1,0,0.0,27,13.5
Quincy Vaughn,138259,QB,N DAKOTA,2,2.87,2.87,,,3,249,0.0,1,1,-1.0,2.1,0,0,0.0,0.0,0,0,,1,33.3,0,-0.7,0,,,,,60.3,56.9,63.6,,57.7,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,22.5,3.25,0,0,0.0,50.0,1,1,50.0,2,66.7,1,1.02,1,,,,,61.8,88.9,65.5,,88.0,,,,,,,0,0,2,50.0,0.0,127.1,0.0,0,0,0,0,1,0,0.0,21,10.5
Thayer Thomas,61515,WR,NC STATE,3,2.87,2.87,,,3,248,100.0,1,1,-6.0,2.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,2.66,1,,,,,60.3,61.9,63.4,,60.4,,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,31,31.0,0.0,2,2,21.5,3.1,0,0,0.0,0.0,0,0,,2,66.7,0,-0.59,0,,,,,61.8,36.0,65.8,,34.6,,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Keytaon Thompson,60457,QB,VIRGINIA,4,3.3,3.3,,,3,335,0.0,1,1,9.0,2.3,0,0,0.0,0.0,0,0,,1,33.3,0,-0.71,0,,,,,60.3,56.5,63.6,,56.6,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,17.5,3.8,0,0,0.0,50.0,1,1,0.0,2,66.7,0,-0.75,0,,,,,62.7,43.0,67.8,,40.5,,,,,,,0,0,3,0.0,0.0,56.3,0.0,0,0,0,0,0,1,33.3,-3,-1.5
Mikele Colasurdo,123851,QB,GA STATE,2,3.47,3.47,,,3,175,50.0,2,2,18.5,2.35,0,0,0.0,50.0,1,1,0.0,2,66.7,0,-0.07,1,,,,,61.8,47.0,65.5,,47.3,,,,,,,0,0,2,50.0,0.0,135.4,0.0,0,0,0,0,1,0,0.0,25,12.5,,0,1,,5.7,0,0,0.0,0.0,0,1,,1,33.3,0,-0.91,0,,,,,60.3,59.7,63.6,,60.0,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jack Hardin,64166,QB,FURMAN,1,2.6,2.6,,,3,170,0.0,1,1,-5.0,1.6,0,0,0.0,0.0,0,0,,1,33.3,0,-1.84,0,,,,,60.3,54.8,63.6,,55.3,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,17.5,3.1,0,0,0.0,50.0,1,1,0.0,2,66.7,0,-1.4,1,,,,,61.8,34.1,65.5,,34.8,,,,,,,0,1,2,50.0,0.0,16.7,0.0,0,0,0,0,0,1,50.0,6,3.0
Myles Fells,57326,HB,NAVY,2,3.6,2.7,,4.5,2,237,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,5.0,3.6,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.88,1,,,,,61.8,72.0,66.1,,73.5,,,57.3,,,,0,0,2,50.0,,95.8,0.0,0,1,0,0,0,0,0.0,7,7.0
Tayvion Robinson,99693,WR,VA TECH,2,4.25,3.8,,4.7,2,337,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,4.25,0,0,0.0,100.0,1,0,0.0,2,100.0,0,1.23,2,,,,,61.8,80.2,67.3,,72.6,,,64.0,,,,0,0,2,100.0,,118.8,0.0,0,1,0,0,0,0,0.0,20,20.0
Tyjon Lindsey,61489,WR,OREGON ST,2,2.6,2.6,,,2,265,100.0,1,1,13.0,1.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,4.64,1,,,,,60.3,76.1,63.6,,75.4,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,46,46.0,100.0,1,1,5.0,3.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.32,1,,,,,60.3,61.9,64.1,,60.6,,,,,,,0,0,1,100.0,,139.6,0.0,0,0,0,0,1,0,0.0,8,8.0
Toa Taua,83722,HB,NEVADA,2,1.75,1.75,,,2,239,100.0,1,1,-3.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0.57,1,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,0.0,1,1,34.0,2.9,0,0,0.0,0.0,0,0,,1,50.0,0,-0.84,0,,,,,60.3,49.6,63.6,,49.9,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
DJ Stubbs,61373,WR,LIBERTY,3,5.4,,5.4,,2,206,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.4,0,0,0.0,,0,2,,2,100.0,0,-1.73,0,,,,,62.7,44.6,67.8,,44.4,,,,,,,0,0,3,0.0,100.0,0.0,100.0,2,0,0,0,0,0,0.0,0,
Tytus Heard,142131,QB,MISS COL,1,3.35,3.35,,,2,990,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,2,21.0,3.35,0,0,0.0,0.0,0,1,,2,100.0,0,-0.71,0,,,,,61.8,47.7,65.5,,47.9,,,,,,,1,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jacob Hennie,104949,WR,MAINE,2,5.65,4.1,,7.2,2,212,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,5.65,0,0,0.0,0.0,0,2,,2,100.0,0,-0.31,0,,,,,61.8,67.5,65.4,,60.0,,,64.3,,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Keke Chism,124198,WR,MISSOURI,2,3.9,2.9,4.9,,2,229,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,26.0,3.9,0,0,0.0,100.0,1,1,0.0,2,100.0,0,-0.41,1,,,,,61.8,74.2,66.2,,73.8,,,,,,,0,0,2,50.0,100.0,118.8,50.0,1,0,0,0,0,0,0.0,29,29.0
Terrell Carter,52259,WR,SE LA,2,3.0,3.0,,,2,294,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,5.0,3.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,2.7,2,,,,,61.8,89.7,66.2,,90.0,,,,,,,0,0,2,100.0,,135.4,0.0,0,0,0,0,2,0,0.0,14,7.0
Brevin Jordan,77887,WR,MIAMI FL,3,4.6,3.4,,5.8,2,220,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,4.6,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.0,1,,,,,62.7,48.0,67.1,,51.3,,,57.3,,,,0,0,3,50.0,,118.8,0.0,0,1,0,0,0,0,0.0,15,15.0
Avante Cox,61837,WR,S ILLINOIS,3,4.3,4.3,,,2,295,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,4.5,4.3,0,0,0.0,0.0,0,0,100.0,2,100.0,2,-0.89,0,,,,,62.7,68.6,67.1,,69.5,,,,,,,0,0,3,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Samuel Emilus,75926,WR,UMASS,1,6.65,,6.7,6.6,2,216,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.65,0,0,,,0,1,,2,100.0,0,-0.84,0,,,,,61.8,50.3,65.8,,60.0,,,57.3,,,,0,0,2,0.0,100.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Trenton Bourguet,97285,QB,ARIZONA ST,1,2.35,2.35,,,2,110,100.0,1,1,5.0,2.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,5.0,1,,,,,60.3,52.4,63.6,,52.7,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,0.0,1,1,16.0,2.5,0,0,0.0,0.0,0,0,,1,50.0,0,-1.44,0,,,,,60.3,34.6,63.6,,35.6,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
LaBronz Davis,100202,QB,BOWL GREEN,2,3.05,3.05,,,2,122,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,16.5,3.05,0,0,0.0,0.0,0,0,,2,100.0,0,-3.58,0,,,,,61.8,26.2,65.5,,26.6,,,,,,,0,1,2,0.0,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
CJ Harris,130594,QB,OHIO,1,2.9,1.9,,3.9,2,259,100.0,1,1,4.0,1.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.72,1,,,,,60.3,53.8,63.6,,54.0,,,,,,,0,0,1,100.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,3.9,0,0,,,0,0,,1,50.0,0,1.16,1,,,,,60.3,69.8,63.6,,,,,64.3,,,,0,0,1,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Walker Wood,60421,HB,MCNEESE,2,3.55,3.4,,3.7,2,217,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.55,0,0,0.0,0.0,0,2,,2,100.0,0,-0.25,1,,,,,61.8,67.9,65.5,,60.0,,,64.1,,,,1,0,2,50.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Matt Myers,77698,QB,BUFFALO,1,2.3,2.3,,,2,126,100.0,1,1,4.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.9,0,,,,,60.3,54.8,63.6,,55.3,,,,,,,0,0,1,0.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,1,-5.0,2.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.34,0,,,,,61.8,74.1,65.5,,73.6,,,,,,,0,0,2,0.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Teryn Berry,103950,QB,WEBER ST,2,2.95,2.95,,,2,342,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,2,-1.0,2.95,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.23,1,,,,,61.8,58.9,65.5,,58.9,,,,,,,0,0,2,50.0,,62.5,0.0,0,0,0,1,0,0,0.0,9,4.5
Carson Crawford,61756,WR,UC DAVIS,2,4.7,3.3,,6.1,2,322,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,28.0,4.7,0,1,100.0,100.0,1,0,0.0,2,100.0,0,1.44,1,,,,,61.8,91.3,65.8,,87.7,,,64.3,,,,0,0,2,100.0,,118.8,0.0,0,1,0,0,0,0,0.0,36,36.0
Nash Griffin,44574,P,VIRGINIA,2,2.45,2.45,,,2,335,100.0,1,1,13.0,2.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,4.65,1,,,,,60.3,70.7,70.3,,75.4,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,26,26.0,100.0,1,1,-3.0,2.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,4.41,1,,,,,60.3,60.6,70.3,,60.6,,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
