player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
George Bollas,38869,QB,KENT STATE,9,3.02,2.63,3.49,4.99,206,201,81.5,92,93,1.7,1.69,1,0,0.0,74.2,69,11,8.0,93,45.1,6,-0.19,21,,,,,71.8,55.0,78.2,,54.7,,,,,,0,3,96,36.6,0.0,78.0,0.0,0,0,0,0,2,4,4.2,454,4.9,45.2,62,74,16.2,4.11,0,0,0.0,33.8,25,59,10.7,113,54.9,3,-0.36,24,,,,,54.9,51.1,79.1,,42.7,,,68.4,,,2,3,120,31.0,15.3,30.6,8.0,9,30,0,10,0,6,5.0,307,4.1
Mack Leftwich,24189,QB,UTEP,7,2.45,2.3,3.38,4.81,205,330,80.9,115,126,5.1,1.85,8,6,4.7,61.9,78,28,16.1,127,62.0,15,0.17,41,,,,,72.9,68.0,79.5,,67.3,,,,,,1,1,130,44.9,3.6,96.9,0.8,1,0,0,2,7,5,3.8,847,6.7,57.9,57,65,12.2,3.42,0,4,5.8,41.5,27,38,18.2,78,38.0,6,-0.09,16,,,,,48.4,40.3,27.0,,44.3,,,49.1,,,1,2,83,34.6,7.9,58.7,3.8,3,10,0,7,2,5,6.0,383,5.9
Justin Thomas,12344,QB,GA TECH,11,3.24,3.08,4.31,5.04,202,176,66.7,36,39,8.1,1.79,1,2,5.0,59.0,23,12,4.2,40,19.8,1,-0.08,15,,,,,69.1,50.2,74.9,,50.2,,,,,,1,0,41,42.5,8.3,115.3,2.5,1,0,0,1,4,2,4.9,280,7.2,47.1,121,141,16.9,3.6,1,10,6.9,36.9,52,85,8.8,162,80.2,5,-0.08,47,,,,,73.9,58.2,80.6,,58.1,,,58.6,,,0,8,168,34.0,15.3,59.3,8.0,13,8,0,19,8,15,8.9,1057,7.5
Cardale Jones,10773,QB,OHIO STATE,10,2.8,2.59,3.86,4.73,202,260,80.3,76,78,2.8,1.65,2,1,1.2,71.8,56,9,8.2,79,39.1,5,0.16,32,,,,,71.3,60.6,77.6,,60.2,,,,,,0,1,84,54.4,11.1,94.0,1.3,1,0,0,0,2,3,3.6,541,6.9,65.9,85,98,16.3,3.55,1,5,5.0,54.1,53,63,5.4,123,60.9,3,-0.19,39,,,,,29.2,54.9,22.3,,54.7,,,62.7,,,2,4,127,38.2,20.6,89.2,10.6,13,12,0,10,6,10,7.9,908,9.3
Brenden Motley,44983,QB,VA TECH,8,2.96,2.77,3.45,4.47,198,337,72.5,69,75,5.1,1.92,3,2,2.5,58.7,44,16,12.0,77,38.9,6,-0.37,20,,,,,28.6,47.6,77.5,,47.6,,,,,,0,2,81,36.4,12.5,88.1,2.6,2,0,0,3,7,5,6.2,308,4.1,61.7,81,89,15.0,3.62,0,6,6.1,53.9,48,62,4.0,121,61.1,2,-0.02,38,,,,,36.3,57.9,79.5,,56.6,,,62.4,,,2,5,131,42.1,29.0,78.3,14.9,18,14,0,6,4,10,7.6,849,9.5
Sean Maguire,22742,QB,FLORIDA ST,8,2.63,2.6,3.43,4.4,196,167,76.0,96,99,5.2,1.96,2,1,1.0,68.7,68,17,6.8,100,51.0,5,0.09,35,,,,,71.9,57.7,78.4,,57.4,,,,,,0,1,102,49.0,5.9,93.2,1.0,1,0,0,1,3,3,2.9,666,6.7,66.2,77,92,15.9,3.33,1,6,6.2,47.8,44,48,13.7,96,49.0,7,0.05,30,,,,,52.5,61.9,78.4,,63.4,,,50.3,,,6,5,101,38.5,6.3,86.9,3.1,3,1,0,8,8,8,7.9,853,9.3
Will Grier,38265,QB,FLORIDA,6,2.58,2.21,4.23,4.42,194,163,74.1,116,116,7.0,1.8,0,5,4.2,68.1,79,20,8.1,118,60.8,7,0.09,44,,,,,72.6,74.3,79.2,,73.3,,,,,,0,3,122,50.8,10.0,96.3,1.7,2,0,0,0,7,5,4.1,784,6.8,70.0,40,44,9.4,3.8,0,4,8.7,61.4,27,44,3.6,76,39.2,1,0.13,26,,,,,18.0,54.2,77.4,,42.7,,,73.2,,,0,0,79,46.1,29.5,115.8,17.1,13,19,0,4,3,5,6.3,421,9.6
Kurt Palandech,32214,QB,UNLV,10,2.87,2.52,3.67,4.85,191,325,66.3,80,83,7.0,1.84,3,3,3.4,53.0,44,17,17.0,88,46.1,9,-0.12,26,,,,,71.6,62.7,78.0,,62.2,,,,,,0,0,93,34.1,29.4,92.3,5.7,5,0,0,0,7,3,3.2,357,4.3,62.3,61,67,11.5,3.75,0,3,4.2,46.3,31,56,18.4,103,53.9,7,-0.42,25,,,,,49.6,57.4,78.7,,47.8,,,76.9,,,2,5,110,35.9,33.9,47.0,18.4,19,17,0,4,2,6,5.5,442,6.6
Andrew McNulty,39495,QB,N TEXAS,7,2.53,2.42,3.21,5.1,188,251,71.3,94,101,6.9,1.7,3,1,1.0,59.4,60,20,10.4,103,54.8,7,-0.2,27,,,,,72.1,63.7,78.5,,63.2,,,,,,0,3,105,41.7,10.0,63.5,1.9,2,0,0,4,1,3,2.9,509,5.0,50.0,58,69,15.6,3.53,1,3,3.9,30.4,21,50,27.6,85,45.2,8,-0.57,10,,,,,50.3,39.6,78.0,,38.2,,,65.1,,,2,1,93,20.0,24.0,50.5,14.1,12,4,0,8,2,9,9.7,321,4.7
David Washington,23616,QB,DOMINION,5,2.89,2.73,3.51,4.22,186,263,75.0,60,66,6.6,1.82,2,4,5.8,63.6,42,14,6.7,66,35.5,3,0.24,25,,,,,70.7,85.1,76.8,,83.9,,,,,,1,0,69,40.9,0.0,97.2,0.0,0,0,0,3,3,1,1.4,426,6.5,67.5,80,95,13.0,3.54,0,2,2.0,54.7,52,60,3.7,118,63.4,2,-0.1,40,,,,,38.6,66.3,79.2,,64.3,,,65.2,,,3,3,123,39.0,16.7,84.1,8.5,10,13,0,12,5,6,4.9,731,7.7
Colin Reardon,22806,QB,KENT STATE,9,2.46,2.39,3.6,4.48,185,201,68.1,94,99,6.1,1.8,2,3,3.0,54.5,54,18,15.6,100,54.1,10,-0.32,27,,,,,71.9,56.3,78.4,,56.0,,,,,,0,3,101,34.0,5.6,75.0,1.0,1,0,0,3,5,6,5.9,552,5.6,44.8,67,78,15.8,3.24,3,2,2.4,34.6,27,33,10.0,85,45.9,3,-0.32,15,,,,,71.5,41.6,77.9,,38.3,,,72.6,,,1,1,90,30.6,6.1,53.0,2.4,2,5,0,7,2,4,4.4,354,4.5
Seth Collins,47812,QB,OREGON ST,8,2.9,2.68,4.29,4.74,182,265,76.3,80,82,3.8,1.85,1,0,0.0,65.9,54,11,11.5,82,45.1,7,0.05,25,,,,,71.3,53.1,77.6,,52.9,,,,,,1,1,84,46.3,0.0,77.7,0.0,0,0,0,0,1,3,3.6,428,5.2,50.0,64,79,17.7,3.75,0,8,9.9,36.7,29,41,9.4,100,54.9,3,-0.29,26,,,,,52.7,56.7,78.7,,56.9,65.9,,54.5,,,2,3,105,36.0,19.5,63.8,8.0,8,13,0,13,5,6,5.7,491,6.2
Zack Greenlee,46587,QB,FRESNO ST,7,2.71,2.43,4.04,5.13,177,169,60.0,90,92,7.6,1.76,2,2,2.1,48.9,45,14,16.7,92,52.0,9,-0.24,21,,,,,71.7,58.6,78.1,,58.3,,,,,,0,4,95,31.5,0.0,73.0,0.0,0,0,0,0,7,3,3.2,506,5.5,60.4,53,62,13.9,3.73,1,5,7.0,46.8,29,41,9.4,85,48.0,3,-0.14,20,,,,,71.7,59.8,78.1,,58.5,,,62.2,,,1,2,95,36.5,29.3,84.0,14.1,12,11,0,7,6,2,2.1,359,5.8
Ikaika Woolsey,46495,QB,HAWAII,10,2.89,2.62,3.2,5.13,176,180,79.7,74,78,5.2,1.84,3,2,2.4,66.7,52,15,11.9,81,46.0,7,-0.01,29,,,,,49.1,73.6,77.7,,72.8,,,,,,1,1,86,44.4,20.0,94.7,3.7,3,0,0,0,4,3,3.5,474,6.1,49.2,63,71,14.0,3.78,1,2,2.7,29.6,21,43,32.3,95,54.0,10,-0.48,16,,,,,51.8,43.6,32.8,,47.5,,,49.7,,,1,5,100,26.3,18.6,27.9,8.4,8,16,0,6,1,6,6.0,434,6.1
Kilton Anderson,27546,QB,FRESNO ST,7,2.38,2.27,3.02,4.55,173,169,70.5,88,95,3.9,1.78,3,1,1.0,62.1,59,21,4.8,99,57.2,3,-0.15,30,,,,,71.9,49.6,78.4,,49.5,,,,,,2,1,101,39.4,19.0,72.3,4.0,4,0,0,2,0,5,5.0,522,5.5,46.0,50,60,14.0,3.27,1,4,6.3,33.3,20,26,13.0,72,41.6,3,-0.51,12,,,,,71.0,40.4,77.2,,42.7,,,49.0,,,0,4,76,23.6,30.8,34.3,11.1,8,4,0,9,2,6,7.9,304,5.1
Jeremy Johnson,46386,QB,AUBURN,9,2.44,2.24,3.9,5.03,172,115,76.2,101,102,4.5,1.69,1,0,0.0,67.6,69,16,10.4,104,60.5,8,-0.06,33,,,,,53.2,54.4,78.5,,54.2,,,,,,0,4,105,46.2,12.5,78.6,1.9,2,0,0,0,4,8,7.6,572,5.6,54.2,48,54,16.5,3.59,2,6,10.5,46.3,25,37,3.8,68,39.5,1,-0.09,16,,,,,45.2,57.7,77.1,,57.3,73.9,,49.6,,,1,3,71,30.9,18.9,89.0,10.3,7,7,0,3,6,6,8.5,446,8.3
Caleb Rowe,18200,QB,MARYLAND,9,2.51,2.43,4.2,4.74,171,215,66.3,89,94,7.0,1.9,2,4,4.0,59.6,56,18,5.1,94,55.0,3,-0.03,33,,,,,71.9,66.9,78.4,,66.3,,,,,,0,4,101,43.6,0.0,76.2,0.0,0,0,0,3,5,4,4.0,552,5.9,37.5,64,70,17.8,3.26,2,3,4.2,28.6,20,27,16.7,77,45.0,4,-0.63,17,,,,,28.1,27.4,77.4,,26.6,,,71.2,,,1,11,79,26.0,7.4,12.6,2.6,2,5,0,3,1,14,17.7,341,4.9
J.T. Barrett IV,46387,QB,OHIO STATE,11,2.73,2.47,3.55,4.94,168,260,84.7,72,74,4.6,1.84,2,3,3.9,78.4,58,19,4.9,75,44.6,3,0.1,30,,,,,47.2,78.8,77.3,,77.8,,,,,,0,2,78,52.0,5.3,120.7,1.3,1,0,0,0,8,4,5.1,519,7.0,61.5,65,73,14.0,3.46,0,4,5.3,47.9,35,38,12.5,93,55.4,5,-0.15,25,,,,,71.7,47.2,78.1,,49.7,,,51.0,,,4,2,95,39.8,13.2,71.3,5.4,5,15,0,4,3,3,3.2,472,6.5
Jason Driskel,46547,QB,FAU,10,2.45,2.32,3.55,4.14,167,165,61.0,100,106,7.7,1.9,3,0,0.0,54.7,58,16,4.9,107,64.1,3,-0.11,31,,,,,72.2,52.0,78.7,,51.1,,,64.1,,,1,2,110,43.9,0.0,65.5,0.0,0,1,0,2,1,3,2.7,574,5.4,57.9,38,46,15.7,3.43,1,3,6.0,41.3,19,31,13.6,60,35.9,3,-0.54,14,,,,,25.9,63.7,76.5,,63.0,,,61.6,,,0,2,64,30.0,32.3,68.5,16.7,10,4,0,7,2,2,3.1,393,8.5
Ryan Metz,48058,QB,UTEP,8,2.44,2.26,3.17,4.4,157,330,72.5,91,93,6.1,1.81,2,2,2.1,62.4,58,8,12.1,93,59.2,8,-0.25,28,,,,,71.7,53.2,78.1,,53.1,,,,,,0,5,95,41.9,0.0,57.3,0.0,0,0,0,0,1,6,6.3,493,5.3,61.4,44,49,14.1,3.36,0,5,9.6,49.0,24,22,11.1,64,40.8,3,0.01,17,,,,,45.0,55.7,76.8,,59.2,,,51.7,,,2,2,68,45.3,13.6,94.5,4.7,3,12,0,3,5,6,8.8,407,8.3
Sean White,46598,QB,AUBURN,7,2.72,2.6,3.71,5.2,156,115,81.7,60,64,4.1,1.82,1,1,1.5,67.2,43,12,12.2,64,41.0,6,0.06,22,,,,,70.5,70.3,76.6,,69.6,,,,,,2,1,65,51.6,0.0,80.6,0.0,0,0,0,1,0,1,1.5,446,7.0,63.5,74,79,15.3,3.35,3,6,7.1,50.6,40,39,14.9,92,59.0,7,-0.06,29,,,,,31.3,76.1,78.2,,74.5,,,65.4,,,1,3,97,38.0,25.6,70.5,10.9,10,3,0,1,1,7,7.2,718,9.1
Blake Bogenschutz,26913,QB,UTSA,5,2.24,2.11,2.86,4.28,155,331,71.4,105,106,6.7,1.78,1,2,1.8,63.2,67,13,10.7,108,69.7,8,0.04,35,,,,,59.8,49.3,78.9,,49.4,,,,,,0,3,114,48.1,15.4,76.8,1.9,2,0,0,0,2,6,5.3,700,6.6,50.0,30,33,15.5,3.31,0,0,0.0,42.4,14,23,6.7,47,30.3,1,-0.47,10,,,,,48.3,33.6,75.8,,35.5,,,50.4,,,0,1,53,29.8,34.8,60.4,17.0,8,6,0,3,1,5,9.4,202,6.1
Tyler Rogers,46638,QB,NEW MEX ST,4,2.7,2.5,3.07,5.69,154,242,72.5,69,70,5.2,1.63,0,1,1.4,64.3,45,9,10.0,73,47.4,5,-0.34,14,,,,,71.0,66.8,4.4,,68.3,,,,,,0,0,76,34.2,33.3,90.4,4.1,3,0,0,1,3,1,1.3,344,4.9,53.1,64,66,18.4,3.66,0,6,8.6,40.9,27,31,20.6,81,52.6,7,-0.06,18,,,,,71.4,64.1,77.7,,67.2,,,49.6,,,0,3,85,33.3,22.6,77.1,8.6,7,8,0,2,4,4,4.7,628,9.5
Karson Roberts,17721,QB,AIR FORCE,12,2.45,2.38,3.6,4.53,153,101,60.4,91,91,12.6,2.05,0,5,5.3,56.0,51,14,7.3,92,60.1,4,0.25,37,,,,,71.8,70.8,78.2,,70.0,,,,,,0,7,96,41.3,7.1,87.3,1.1,1,0,0,0,7,7,7.3,982,10.8,60.0,50,54,16.2,3.1,0,3,5.5,48.1,26,18,13.3,60,39.2,4,0.05,23,,,,,70.3,69.7,76.3,,70.3,,,57.2,,,0,4,61,38.3,11.1,84.1,3.3,2,4,0,4,4,5,8.2,623,11.5
Kyle Bolin,46414,QB,LOUISVILLE,7,2.69,2.63,2.98,4.85,151,210,75.4,61,68,9.8,2.0,5,3,4.2,61.8,42,37,8.7,70,46.4,4,0.19,22,,,,,70.8,77.1,77.0,,76.2,,,,,,2,0,73,48.6,5.4,109.6,2.9,2,0,0,0,4,2,2.7,595,8.8,65.6,61,69,13.4,3.28,2,6,8.2,52.2,36,48,10.0,81,53.6,4,-0.36,22,,,,,48.6,58.0,77.7,,57.3,,,61.8,,,0,6,85,39.5,20.8,57.9,12.3,10,2,0,6,3,5,5.9,565,8.2
Jalen Nixon,45916,QB,LA LAFAYET,8,2.32,2.23,2.37,4.98,147,207,65.9,85,86,5.4,1.77,0,1,1.1,59.3,51,15,8.9,87,59.2,5,-0.32,20,,,,,71.5,47.7,77.9,,47.8,,,,,,1,4,90,35.6,6.7,71.0,1.1,1,0,0,0,4,5,5.6,483,5.6,52.2,46,52,14.0,3.18,1,2,3.7,40.4,21,27,12.5,59,40.1,3,-0.21,14,,,,,70.3,52.0,76.3,,56.0,,,45.6,,,0,1,61,30.5,7.4,72.0,3.4,2,5,0,5,3,3,4.9,313,6.0
Kyler Murray,38334,QB,TEXAS A&M,7,2.99,2.73,3.74,5.08,142,312,82.1,67,67,3.1,1.66,0,1,1.5,79.1,53,5,3.6,68,47.9,2,-0.03,27,,,,,44.3,73.7,76.8,,73.0,,,,,,0,2,68,57.4,20.0,91.5,1.5,1,0,0,0,2,4,5.9,439,6.6,43.1,51,55,19.3,4.2,0,2,3.3,34.5,19,30,13.6,74,52.1,3,-0.23,22,,,,,71.1,50.9,77.4,,43.0,,,75.6,,,0,5,79,35.1,23.3,30.5,9.5,7,12,0,4,3,4,5.1,255,4.6
Zack Mahoney,46457,QB,SYRACUSE,8,2.71,2.35,3.7,5.41,138,304,60.0,70,73,6.7,1.93,3,3,3.5,49.3,36,14,14.3,75,54.3,6,-0.19,19,,,,,71.4,39.4,77.8,,39.8,,,,,,0,2,87,33.3,14.3,71.0,2.7,2,0,0,0,5,6,6.9,288,3.9,54.5,44,45,15.7,3.63,0,3,6.3,40.0,18,30,25.0,63,45.7,6,-0.12,15,,,,,44.3,55.7,76.8,,59.6,,,51.0,,,1,0,68,34.9,16.7,73.1,7.9,5,13,0,0,2,3,4.4,247,5.5
JD Sprague,39102,QB,OHIO,7,2.6,2.3,2.59,4.78,138,259,68.0,75,78,7.9,1.86,3,4,4.8,55.1,43,7,15.7,81,58.7,8,-0.22,30,,,,,49.1,61.6,77.7,,61.2,,,,,,0,3,86,42.0,42.9,81.6,3.7,3,0,0,0,5,6,7.0,529,6.8,63.9,36,37,15.1,3.66,1,3,7.7,56.8,21,27,8.7,57,41.3,2,0.19,19,,,,,70.2,74.2,76.3,,70.8,,,68.0,,,0,0,60,42.1,14.8,112.6,7.0,4,16,0,0,2,1,1.7,401,10.8
Lamar Jordan,29577,QB,NEW MEXICO,12,2.61,2.37,3.7,4.46,138,241,60.6,71,72,7.2,1.63,1,0,0.0,56.9,41,11,4.7,72,52.2,2,-0.13,20,,,,,71.1,39.8,77.3,,40.2,,,,,,0,5,78,41.7,0.0,51.9,0.0,0,0,0,0,1,7,9.0,461,6.4,59.5,42,48,18.7,3.68,1,4,8.0,43.8,21,27,16.0,66,47.8,4,0.07,18,,,,,70.6,50.5,76.8,,49.9,,,58.2,,,0,3,68,37.9,25.9,91.2,10.6,7,11,0,5,4,6,8.8,587,12.2
Earnest Carrington,16568,QB,LA MONROE,8,2.64,2.49,3.16,4.4,136,209,74.2,66,70,5.8,1.88,3,3,4.2,58.6,41,19,16.3,71,52.2,8,-0.32,21,,,,,70.8,70.0,77.0,,69.3,,,,,,1,3,73,39.4,5.3,71.3,1.4,1,0,0,0,3,2,2.7,402,5.7,45.2,42,50,13.5,3.47,0,2,3.9,30.0,15,45,21.1,65,47.8,4,-0.71,8,,,,,26.2,36.4,19.7,,34.9,,,61.7,,,2,3,66,24.6,15.6,27.9,10.8,7,8,0,6,2,6,9.1,138,2.8
Keenan Reynolds,10816,QB,NAVY,13,2.76,2.64,2.99,4.88,134,237,72.3,47,50,8.7,1.8,2,1,2.0,60.0,30,9,11.8,53,39.6,4,0.2,14,,,,,69.8,61.2,75.8,,60.8,,,,,,0,0,53,41.5,33.3,108.6,5.7,3,0,0,1,3,2,3.8,438,8.8,55.9,59,66,19.2,3.39,1,9,12.7,47.0,31,46,6.1,81,60.4,2,0.22,27,,,,,71.4,78.2,28.0,,76.2,,,71.7,,,0,1,86,42.0,21.7,108.5,12.3,10,5,0,6,5,1,1.2,765,11.6
Drew Kummer,18541,QB,MIAMI OH,6,2.73,2.56,3.5,4.96,134,221,58.3,60,64,10.5,2.0,4,2,3.0,48.4,31,12,11.4,64,47.8,4,-0.03,19,,,,,70.6,56.6,76.7,,56.4,,,,,,0,3,67,35.9,0.0,75.5,0.0,0,0,0,0,4,6,9.0,488,7.6,56.9,51,57,14.4,3.4,0,2,3.2,43.9,25,30,13.8,70,52.2,4,-0.36,20,,,,,46.4,56.0,77.2,,59.3,,,48.7,,,1,3,75,34.3,20.0,62.3,8.6,6,7,0,5,3,3,4.0,384,6.7
Jarrett Stidham,13725,QB,BAYLOR,10,2.57,2.2,3.02,4.99,133,118,85.7,70,74,8.2,1.7,4,2,2.6,75.7,56,4,6.7,75,56.4,4,0.67,33,,,,,71.1,83.2,77.3,,82.0,,,,,,0,2,78,65.3,25.0,120.2,1.3,1,0,0,0,5,1,1.3,777,10.5,70.0,30,35,20.4,3.7,0,12,32.4,54.3,19,28,9.5,58,43.6,2,0.34,19,,,,,27.7,87.6,76.3,,93.2,,,47.2,,,2,0,61,44.8,28.6,139.0,13.8,8,15,0,3,7,1,1.6,489,14.0
Montell Cozart,46563,QB,KANSAS,4,2.85,2.4,3.76,5.01,132,198,80.6,67,68,5.9,1.83,0,2,2.9,75.0,51,9,5.6,69,52.3,3,0.09,26,,,,,70.7,64.1,76.8,,63.6,,,,,,0,1,69,52.2,11.1,89.8,1.4,1,0,0,1,1,2,2.9,431,6.3,56.7,30,38,16.2,3.97,2,0,0.0,42.1,16,33,5.9,63,47.7,1,-0.18,17,,,,,44.0,35.0,76.6,,47.5,,,37.0,,,0,0,65,33.3,18.2,80.5,9.5,6,19,0,6,1,1,1.5,315,8.3
Nick Mitchell,29696,QB,OREGON ST,5,2.55,2.34,3.69,4.23,131,265,66.2,74,76,7.4,1.86,1,2,2.5,51.3,39,11,20.4,77,58.8,10,-0.13,16,,,,,71.2,47.0,77.5,,47.1,,,,,,1,2,81,35.1,9.1,69.5,1.3,1,0,0,0,3,6,7.4,409,5.4,45.5,33,38,15.7,3.55,0,2,4.5,31.6,12,27,20.0,54,41.2,3,-0.55,13,,,,,25.0,57.8,19.5,,61.4,,,54.6,,,1,2,60,29.6,22.2,24.2,11.1,6,10,0,4,0,6,10.0,162,4.3
James Summers,12022,QB,E CAROLINA,10,2.95,2.39,3.95,4.88,129,156,77.9,68,68,6.5,1.83,0,2,2.8,75.0,51,13,3.8,72,55.8,2,0.37,22,,,,,71.0,82.6,24.5,,82.7,,,,,,0,0,76,55.6,30.8,119.2,5.6,4,0,0,0,4,0,0.0,572,8.4,54.5,22,27,13.7,4.36,0,0,0.0,29.6,8,38,33.3,57,44.2,4,-0.45,12,,,,,40.7,56.3,76.2,,44.1,,,69.0,,,1,2,58,35.1,26.3,25.8,17.5,10,20,0,4,1,4,6.9,112,4.1
Brooks Barden,37238,QB,CHARLOTTE,7,2.62,2.35,3.15,5.07,127,136,72.9,59,64,4.9,1.86,3,1,1.5,65.6,42,23,2.3,67,52.8,1,-0.35,19,,,,,45.0,52.1,76.8,,52.0,,,,,,1,2,68,40.3,13.0,80.5,4.5,3,0,0,1,3,4,5.9,324,5.1,37.0,27,37,12.6,3.47,0,1,2.6,18.9,7,41,30.0,60,47.2,3,-0.84,8,,,,,70.3,29.0,76.3,,28.8,,,54.3,,,2,3,61,13.3,39.0,15.3,26.7,16,7,0,8,1,2,3.3,115,3.1
Maty Mauk,46507,QB,MISSOURI,4,3.27,2.91,4.97,6.66,126,229,84.1,44,47,4.5,1.84,2,1,2.0,70.2,33,6,10.8,47,37.3,4,0.28,15,,,,,69.7,80.5,75.6,,79.6,,,,,,0,0,50,48.9,0.0,97.4,0.0,0,0,0,1,2,1,2.0,255,5.4,51.7,58,64,16.5,4.12,1,5,7.0,37.5,24,40,20.0,79,62.7,6,-0.18,21,,,,,71.4,40.2,77.8,,36.9,,,65.0,,,0,4,87,31.6,15.0,53.6,7.6,6,9,0,5,4,12,13.8,392,6.1
Ryan Graham,26338,QB,N ILLINOIS,7,2.5,2.23,2.86,4.74,126,254,66.7,69,70,6.3,1.78,1,1,1.4,62.9,44,10,4.3,76,60.3,2,-0.21,22,,,,,22.3,43.2,77.3,,43.4,,,,,,0,2,78,43.4,60.0,86.7,7.9,6,0,0,0,4,6,7.7,422,6.0,50.0,26,32,19.2,3.59,0,2,6.1,34.4,11,19,15.4,50,39.7,2,-0.34,9,,,,,23.9,43.4,75.7,,41.8,,,57.7,,,1,1,52,28.0,42.1,73.6,16.0,8,10,0,5,2,3,5.8,269,8.4
Jeff Lockie,23581,QB,OREGON,5,3.04,2.72,3.53,4.89,125,264,91.1,45,47,2.0,1.86,0,0,0.0,83.0,39,8,4.9,47,37.6,2,0.25,16,,,,,69.5,69.4,75.4,,68.8,,,,,,1,0,47,59.6,0.0,131.7,0.0,0,0,0,1,5,0,0.0,334,7.1,56.1,41,54,12.1,3.75,2,0,0.0,40.7,22,41,4.3,78,62.4,1,-0.58,16,,,,,71.1,38.2,77.3,,29.7,,,68.8,,,0,4,78,25.6,22.0,23.5,11.5,9,15,0,11,0,5,6.4,238,4.4
Tyrone Swoopes,12267,QB,TEXAS,10,3.19,2.67,3.78,5.2,120,311,83.3,36,36,2.8,1.64,0,0,0.0,77.8,28,3,6.7,36,30.0,2,0.17,10,,,,,68.9,52.1,74.7,,52.0,,,,,,0,0,39,47.2,0.0,98.1,0.0,0,0,0,0,1,1,2.6,192,5.3,46.0,50,57,20.4,3.85,0,3,5.0,33.3,19,39,17.4,84,70.0,4,-0.25,17,,,,,71.4,41.3,77.8,,37.4,,,59.6,,,1,1,87,36.9,10.3,65.4,4.8,4,23,0,6,3,4,4.6,346,6.1
Nick Jeanty,26496,QB,NEW MEX ST,6,2.5,2.26,3.46,4.44,119,242,71.9,64,66,4.6,1.68,2,2,2.8,65.2,43,11,6.5,67,56.3,3,0.05,16,,,,,70.8,57.7,77.0,,57.4,,,,,,0,0,72,40.3,9.1,93.4,1.5,1,0,0,0,3,5,6.9,347,5.3,48.1,27,37,15.0,3.55,0,4,10.0,29.7,11,30,15.4,52,43.7,2,-0.21,11,,,,,69.9,49.9,14.4,,51.4,,,57.5,,,1,2,55,32.7,20.0,26.3,11.5,6,9,0,9,0,2,3.6,193,5.2
James Tabary,38262,QB,ARK STATE,8,2.37,2.31,2.51,4.9,118,113,79.0,62,64,3.9,1.8,2,1,1.5,73.4,47,15,4.1,68,57.6,2,-0.07,24,,,,,70.7,66.4,76.8,,65.8,,,,,,0,3,69,54.4,26.7,75.5,5.9,4,0,0,0,0,1,1.4,488,7.6,50.0,38,42,14.5,3.14,1,3,6.7,42.9,18,16,5.3,50,42.4,1,-0.54,15,,,,,38.4,49.2,13.1,,52.3,,,52.8,,,0,3,53,32.0,37.5,69.5,12.0,6,2,0,3,4,5,9.4,300,7.1
Joe Gray,16729,QB,S JOSE ST,6,2.7,2.54,3.61,5.93,117,285,89.8,49,51,2.8,1.76,1,0,0.0,82.4,42,7,4.5,51,43.6,2,0.22,21,,,,,69.7,71.8,75.7,,71.2,,,,,,1,2,51,58.8,0.0,90.6,0.0,0,0,0,0,1,1,2.0,413,8.1,68.8,48,55,9.0,3.43,1,2,3.4,58.2,32,29,3.0,66,56.4,1,-0.15,23,,,,,70.7,63.3,76.8,,63.3,,,58.5,,,0,2,69,43.9,27.6,98.1,12.1,8,3,0,6,5,3,4.3,428,7.8
